ticker,name_ko,name_en,market,dart_corp,industry_code,industry_name_ko,industry_name_en,is_preferred_share,parent_ticker,entity_type,dart_status,match_method,close_price_krw,market_cap_krw,price_as_of
080010,이상네트웍스,"eSANGNetworksCo.,Ltd",KOSDAQ,00454399,4610,도매·상품중개,Wholesale Trade and Commission Trade,false,,,matched,ticker,7280,71599316880,20260908
080160,모두투어,MODETOURNETWORKINC.,KOSDAQ,00456218,75210,사업시설 관리,Business Facilities Management,false,,,matched,ticker,9170,173313000000,20260908
080220,제주반도체,Jeju Semiconductor Corp.,KOSDAQ,00447487,2611,전자부품·컴퓨터·통신장비,"Electronic Components, Computers, and Communication Equipment",false,,,matched,ticker,73000,2514326809000,20260908
080420,모다이노칩,"Moda-InnoChips Co., Ltd.",KOSDAQ,00480048,474,소매업,Retail Trade,false,,,matched,ticker,1685,134330933070,20260908
080470,성창오토텍,"SUNGCHANG AUTOTECH CO.,LTD.",KOSDAQ,00486370,303,자동차·트레일러,Motor Vehicles and Trailers,false,,,matched,ticker,2865,20914500000,20260908
080520,오디텍,ODTech,KOSDAQ,00529815,2612,전자부품·컴퓨터·통신장비,"Electronic Components, Computers, and Communication Equipment",false,,,matched,ticker,2740,31023422580,20260908
080530,코디,"KODI Co.,LTD.",KOSDAQ,00308559,204,화학물질·화학제품,Chemicals and Chemical Products,false,,,matched,ticker,2565,28398869460,20260908
080580,오킨스전자,"OKins Electronics Co.,Ltd.",KOSDAQ,00543107,262,전자부품·컴퓨터·통신장비,"Electronic Components, Computers, and Communication Equipment",false,,,matched,ticker,19480,410851803400,20260908
080720,한국유니온제약,"UNION KOREA PHARM CO.,Ltd",KOSDAQ,00532855,212,의료용 물질·의약품,Medicinal Substances and Pharmaceuticals,false,,,matched,ticker,2410,192441519730,20260908
081000,일진다이아,"ILJIN DIAMOND CO., LTD.",KOSPI,00508274,204,화학물질·화학제품,Chemicals and Chemical Products,false,,,matched,ticker,9800,139189155000,20260908
081150,티플랙스,"Tplex Co., Ltd",KOSDAQ,00497631,242,1차 금속,Primary Metals,false,,,matched,ticker,2675,64917975350,20260908
081180,쎄크,"SEC co.,ltd.",KOSDAQ,00406222,291,기타 기계·장비,Other Machinery and Equipment,false,,,matched,ticker,5320,46951846200,20260908
081580,성우전자,"SUNGWOOELECTRONICSCO.,LTD.",KOSDAQ,00364306,2642,전자부품·컴퓨터·통신장비,"Electronic Components, Computers, and Communication Equipment",false,,,matched,ticker,2260,35048403180,20260908
081660,미스토홀딩스,Misto Holdings Corporation,KOSPI,00195229,464,도매·상품중개,Wholesale Trade and Commission Trade,false,,,matched,ticker,41150,2184729216000,20260908
082210,옵트론텍,OPTRONTEC Inc.,KOSDAQ,00327396,273,의료·정밀·광학기기,"Medical, Precision, and Optical Instruments",false,,,matched,ticker,1650,57689494500,20260908
082270,젬백스,"GemVax & KAEL Co.,Ltd.",KOSDAQ,00492894,29271,기타 기계·장비,Other Machinery and Equipment,false,,,matched,ticker,10110,447561642330,20260908
082660,코스나인,"Cosnine Co., Ltd",KOSDAQ,00442455,204,화학물질·화학제품,Chemicals and Chemical Products,false,,,matched,ticker,480,47827617120,20260908
082740,한화엔진,"Hanwha Engine Co., Ltd.",KOSPI,00361008,29111,기타 기계·장비,Other Machinery and Equipment,false,,,matched,ticker,45650,3809362032300,20260908
082800,비보존 제약,"VIVOZON PHARMACEUTICAL CO., LTD.",KOSDAQ,00533191,212,의료용 물질·의약품,Medicinal Substances and Pharmaceuticals,false,,,matched,ticker,3105,188534562930,20260908
082850,우리바이오,"WOOREE BIO CO., LTD",KOSDAQ,00369107,108,식료품 제조,Food Products Manufacturing,false,,,matched,ticker,5000,48456575000,20260908
082920,비츠로셀,"VITZROCELL Co.,Ltd.",KOSDAQ,00154718,28201,전기장비,Electrical Equipment,false,,,matched,ticker,27800,1254877460600,20260908
083310,엘오티베큠,"LOTVacuum.Co.,Ltd.",KOSDAQ,00484682,29271,기타 기계·장비,Other Machinery and Equipment,false,,,matched,ticker,9690,172579219770,20260908
083420,그린케미칼,"GREEN CHEMICAL CO.,LTD.",KOSPI,00454946,20421,화학물질·화학제품,Chemicals and Chemical Products,false,,,matched,ticker,4730,113520000000,20260908
083450,GST,"GlobalStandardTechnologyCo.,Ltd.",KOSDAQ,00540863,29271,기타 기계·장비,Other Machinery and Equipment,false,,,matched,ticker,42750,787882500000,20260908
083470,이엠앤아이,"EMnI Co., Ltd.",KOSDAQ,00475718,201,화학물질·화학제품,Chemicals and Chemical Products,false,,,matched,ticker,908,19377018732,20260908
083500,에프엔에스테크,"FNS TECH. Co.,Ltd.",KOSDAQ,00476036,29272,기타 기계·장비,Other Machinery and Equipment,false,,,matched,ticker,11080,92034657160,20260908
083550,케이엠,KM CORPORATION,KOSDAQ,00242934,139,섬유제품 제조,Textile Manufacturing,false,,,matched,ticker,3280,44464221200,20260908
083640,인콘,"INCON Co., Ltd.",KOSDAQ,00475976,468,도매·상품중개,Wholesale Trade and Commission Trade,false,,,matched,ticker,1087,24955718841,20260908
083650,비에이치아이,"BHI Co., LTD.",KOSDAQ,00409788,29176,기타 기계·장비,Other Machinery and Equipment,false,,,matched,ticker,65800,2036139875000,20260908
083660,CSA 코스믹,"CSA COSMIC CO., LTD.",KOSDAQ,00406037,204,화학물질·화학제품,Chemicals and Chemical Products,false,,,matched,ticker,1512,21498417360,20260908
083790,CG인바이츠,"CG Invites Co., Ltd.",KOSDAQ,00407814,70113,연구개발업,Research and Development,false,,,matched,ticker,957,73587732174,20260908
083930,아바코,"AVACOCO.,LTD.",KOSDAQ,00442145,29272,기타 기계·장비,Other Machinery and Equipment,false,,,matched,ticker,11590,170109315910,20260908
084010,대한제강,"DAEHAN STEEL CO.,LTD",KOSPI,00113225,2411,1차 금속,Primary Metals,false,,,matched,ticker,8610,295939441560,20260908
084110,휴온스글로벌,"Huons Global Co., Ltd.",KOSDAQ,00228059,212,의료용 물질·의약품,Medicinal Substances and Pharmaceuticals,false,,,matched,ticker,23100,292441657200,20260908
084180,수성웹툰,"Soosung Webtoon co., Ltd.",KOSDAQ,00243979,29169,기타 기계·장비,Other Machinery and Equipment,false,,,matched,ticker,490,8856398670,20260908
084370,유진테크,"EugeneTechnologyCo.,Ltd.",KOSDAQ,00531014,29271,기타 기계·장비,Other Machinery and Equipment,false,,,matched,ticker,138300,3169288608600,20260908
084440,유비온,UBION CO.LTD.,KOSDAQ,00531078,582,출판업,Publishing,false,,,matched,ticker,1196,22882375516,20260908
084650,랩지노믹스,"LabGenomics. Co., Ltd.",KOSDAQ,00545114,70113,연구개발업,Research and Development,false,,,matched,ticker,500,37119995000,20260908
084670,동양고속,DONGYANG EXPRESS CORP.,KOSPI,00540641,49220,육상운송,Land Transport,false,,,matched,ticker,23750,68769763750,20260908
084680,이월드,"E-WORLD CO.,LTD.",KOSPI,00540605,331,기타 제품 제조,Other Manufacturing,false,,,matched,ticker,516,73171995588,20260908
084690,대상홀딩스,"DAESANG HOLDINGS CO., LTD",KOSPI,00539274,64992,금융업,Financial Services,false,,,matched,ticker,7960,288251802480,20260908
084695,대상홀딩스우,"DAESANG HOLDINGS CO., LTD (preferred)",KOSPI,00539274,64992,금융업,Financial Services,true,084690,preferred_share,matched_via_parent,preferred_parent_ticker,12540,11455064280,20260908
084730,팅크웨어,ThinkwareSystemsCorporation,KOSDAQ,00438036,264,전자부품·컴퓨터·통신장비,"Electronic Components, Computers, and Communication Equipment",false,,,matched,ticker,6420,71322502080,20260908
084850,아이티엠반도체,"ITM Semiconductor Co., Ltd",KOSDAQ,00579980,2629,전자부품·컴퓨터·통신장비,"Electronic Components, Computers, and Communication Equipment",false,,,matched,ticker,8380,190082986920,20260908
084870,TBH글로벌,"TBH GLOBAL CO.,LTD",KOSPI,00409672,141,의복 제조,Apparel Manufacturing,false,,,matched,ticker,2170,44394415520,20260908
084990,헬릭스미스,"Helixmith Co., Ltd",KOSDAQ,00359395,70113,연구개발업,Research and Development,false,,,matched,ticker,3010,138739318970,20260908
085310,엔케이,"NK CO.,LTD.",KOSPI,00172228,2512,금속가공제품,Fabricated Metal Products,false,,,matched,ticker,9120,67652834880,20260908
085620,미래에셋생명,"MIRAE ASSET Life Insurance CO., Ltd.",KOSPI,00112332,65110,보험·연금,Insurance and Pension Funding,false,,,matched,ticker,19860,2684674800000,20260908
085660,차바이오텍,"Chabiotech Co.,Ltd.",KOSDAQ,00525679,211,의료용 물질·의약품,Medicinal Substances and Pharmaceuticals,false,,,matched,ticker,8130,755869237980,20260908
085670,뉴프렉스,"NEWFLEXTECHNOLGYCo.,LTD.",KOSDAQ,00493510,2622,전자부품·컴퓨터·통신장비,"Electronic Components, Computers, and Communication Equipment",false,,,matched,ticker,2950,72277244950,20260908
085810,알티캐스트,Alticast Corporation,KOSDAQ,00364254,58222,출판업,Publishing,false,,,matched,ticker,1434,20272390602,20260908
085910,네오티스,"NEOTECHNICALSYSTEMCO.,LTD",KOSDAQ,00447928,303,자동차·트레일러,Motor Vehicles and Trailers,false,,,matched,ticker,13530,186643887540,20260908
086040,바이오톡스텍,"BiotoxtechCo.,Ltd.",KOSDAQ,00447502,70113,연구개발업,Research and Development,false,,,matched,ticker,2385,38060419095,20260908
086060,진바이오텍,"GeneBioTechCo.,Ltd.",KOSDAQ,00491053,462,도매·상품중개,Wholesale Trade and Commission Trade,false,,,matched,ticker,4760,40986394120,20260908
086220,광동헬스바이오,"Kwangdong Healthbio Co., Ltd.",KONEX,00523176,108,식료품 제조,Food Products Manufacturing,false,,,matched,ticker,922,11698211530,20260908
086280,현대글로비스,"HYUNDAI GLOVIS Co., LTD.",KOSPI,00360595,5299,창고·운송 관련,Warehousing and Transport Support Services,false,,,matched,ticker,203000,15225000000000,20260908
086390,유니테스트,UniTestInc.,KOSDAQ,00540447,29271,기타 기계·장비,Other Machinery and Equipment,false,,,matched,ticker,11040,233320751040,20260908
086450,동국제약,"DongKookPharmaceuticalCo.,Ltd.",KOSDAQ,00114808,212,의료용 물질·의약품,Medicinal Substances and Pharmaceuticals,false,,,matched,ticker,19930,901442270600,20260908
086520,에코프로,"ECOPRO CO.,LTD",KOSDAQ,00536541,64992,금융업,Financial Services,false,,,matched,ticker,81100,11011445927200,20260908
086670,비엠티,"BMTCo.,Ltd.",KOSDAQ,00524786,29133,기타 기계·장비,Other Machinery and Equipment,false,,,matched,ticker,16930,168045233050,20260908
086710,선진뷰티사이언스,"SUNJIN BEAUTY SCIENCE CO., LTD.",KOSDAQ,00132202,20499,화학물질·화학제품,Chemicals and Chemical Products,false,,,matched,ticker,6980,85178894400,20260908
086790,하나금융지주,Hana Financial Group Inc.,KOSPI,00547583,64992,금융업,Financial Services,false,,,matched,ticker,136800,37533507926400,20260908
086820,바이오솔루션,"Bio Solution Co.,Ltd.",KOSDAQ,00560982,211,의료용 물질·의약품,Medicinal Substances and Pharmaceuticals,false,,,matched,ticker,6400,165914144000,20260908
086890,이수앱지스,"ISU Abxis Co., Ltd.",KOSDAQ,00526872,213,의료용 물질·의약품,Medicinal Substances and Pharmaceuticals,false,,,matched,ticker,3405,138838677510,20260908
086900,메디톡스,Medy-Tox Inc.,KOSDAQ,00580199,211,의료용 물질·의약품,Medicinal Substances and Pharmaceuticals,false,,,matched,ticker,69200,505055992400,20260908
086960,MDS테크,MDS Tech Inc.,KOSDAQ,00445841,58221,출판업,Publishing,false,,,matched,ticker,1967,83653893890,20260908
086980,쇼박스,SHOWBOX Corp.,KOSDAQ,00303794,59130,영상·오디오 제작,"Motion Picture, Video, and Audio Production",false,,,matched,ticker,1932,120630216000,20260908
087010,펩트론,"Peptron, Inc.",KOSDAQ,00415868,211,의료용 물질·의약품,Medicinal Substances and Pharmaceuticals,false,,,matched,ticker,147200,3432313920000,20260908
087260,모바일어플라이언스,"MOBILE APPLIANCE, INC.",KOSDAQ,00556615,582,출판업,Publishing,false,,,matched,ticker,247,8040556667,20260908
087600,픽셀플러스,"Pixelplus. Co., Ltd.",KOSDAQ,00495086,2629,전자부품·컴퓨터·통신장비,"Electronic Components, Computers, and Communication Equipment",false,,,matched,ticker,3995,32625399210,20260908
088130,동아엘텍,"DONGAELTEKCo.,Ltd",KOSDAQ,00489243,292,기타 기계·장비,Other Machinery and Equipment,false,,,matched,ticker,5350,93546429900,20260908
088260,이리츠코크렙,E KOCREF CR-REIT,KOSPI,00544452,68112,부동산업,Real Estate,false,,,matched,ticker,3165,200476132350,20260908
088280,쏘닉스,SAWNICS INC.,KOSDAQ,00561723,26129,전자부품·컴퓨터·통신장비,"Electronic Components, Computers, and Communication Equipment",false,,,matched,ticker,2535,43871952150,20260908
088290,이원컴포텍,"EWON COMFORTECH CO.,LTD",KOSDAQ,00409140,303,자동차·트레일러,Motor Vehicles and Trailers,false,,,matched,ticker,2410,19222333520,20260908
088340,유라클,URACLE. Co. Ltd,KOSDAQ,00407294,58221,출판업,Publishing,false,,,matched,ticker,6870,29983208160,20260908
088350,한화생명,"HANWHA LIFE INSURANCE CO., LTD.",KOSPI,00113058,65110,보험·연금,Insurance and Pension Funding,false,,,matched,ticker,5850,5080900500000,20260908
088390,이녹스,INNOXCorporation,KOSDAQ,00494476,319,기타 운송장비,Other Transport Equipment,false,,,matched,ticker,7990,74992893560,20260908
088790,진도,"JINDO.CO.,LTD",KOSPI,00557933,467,도매·상품중개,Wholesale Trade and Commission Trade,false,,,matched,ticker,2270,28256378880,20260908
088800,에이스테크,Ace Technologies Corp.,KOSDAQ,00556907,2642,전자부품·컴퓨터·통신장비,"Electronic Components, Computers, and Communication Equipment",false,,,matched,ticker,1769,133570881746,20260908
088910,동우팜투테이블,"DONGWOO FARM TO TABLE CO., LTD",KOSDAQ,00228712,10121,식료품 제조,Food Products Manufacturing,false,,,matched,ticker,2080,53501269120,20260908
088980,맥쿼리인프라,Macquarie Korea Infrastructure Fund,KOSPI,00435297,64201,금융업,Financial Services,false,,,matched,ticker,9940,4760484610420,20260908
089010,켐트로닉스,"CHEMTRONICSCo.,Ltd.",KOSDAQ,00371485,204,화학물질·화학제품,Chemicals and Chemical Products,false,,,matched,ticker,22200,372294599400,20260908
089030,테크윙,"Techwing, Inc.",KOSDAQ,00535676,29271,기타 기계·장비,Other Machinery and Equipment,false,,,matched,ticker,46200,1711878399000,20260908
089140,넥스턴앤롤코리아,"NEXTURN&ROLLKOREA Co., Ltd",KOSDAQ,00416414,292,기타 기계·장비,Other Machinery and Equipment,false,,,matched,ticker,2075,31781185550,20260908
089150,케이씨티,Korea Computer Terminal Inc.,KOSDAQ,00441447,62021,컴퓨터 프로그래밍·SI,Computer Programming and Systems Integration,false,,,matched,ticker,1831,31401650000,20260908
089230,THE E&M,"THE E&M Co., Ltd.",KOSDAQ,00519252,639,정보서비스업,Information Services,false,,,matched,ticker,1878,74033302812,20260908
089470,HDC현대EP,"HDC Hyundai Engineering Plastics Co., Ltd. ",KOSPI,00357935,204,화학물질·화학제품,Chemicals and Chemical Products,false,,,matched,ticker,3875,123612500000,20260908
089590,제주항공,"JEJUAIR, CO., LTD.",KOSPI,00555874,511,항공운송,Air Transport,false,,,matched,ticker,4970,400785695450,20260908
089600,KT나스미디어,"kt nasmedia Co., Ltd.",KOSDAQ,00486097,71310,전문서비스업,Professional Services,false,,,matched,ticker,12870,148882257810,20260908
089790,제이티,JT Corporation.,KOSDAQ,00365457,29271,기타 기계·장비,Other Machinery and Equipment,false,,,matched,ticker,4755,49050264315,20260908
089850,유비벨록스,UbiVelox Inc.,KOSDAQ,00592653,58221,출판업,Publishing,false,,,matched,ticker,4140,60983023860,20260908
089860,롯데렌탈,"LOTTE rental co., ltd.",KOSPI,00545716,76110,사업지원 서비스,Business Support Services,false,,,matched,ticker,49600,1800945644800,20260908
089890,코세스,"KOSES Co.,Ltd",KOSDAQ,00365934,29271,기타 기계·장비,Other Machinery and Equipment,false,,,matched,ticker,22500,373161645000,20260908
089970,브이엠,VM Inc.,KOSDAQ,00544577,29271,기타 기계·장비,Other Machinery and Equipment,false,,,matched,ticker,51100,1345297691500,20260908
089980,상아프론테크,"SANG-A  FRONTEC CO., LTD.",KOSDAQ,00181299,222,고무·플라스틱,Rubber and Plastic Products,false,,,matched,ticker,14750,235838295750,20260908
090080,평화산업,"PYUNG HWA INDUSTRIAL CO., LTD",KOSPI,00573579,303,자동차·트레일러,Motor Vehicles and Trailers,false,,,matched,ticker,985,54078725115,20260908
090150,아이윈,"iWIN CO.,LTD",KOSDAQ,00365624,303,자동차·트레일러,Motor Vehicles and Trailers,false,,,matched,ticker,6110,25585802190,20260908
090350,노루페인트,"NOROO PAINT & COATINGS Co.,LTD",KOSPI,00583442,20411,화학물질·화학제품,Chemicals and Chemical Products,false,,,matched,ticker,8050,161000000000,20260908
090355,노루페인트우,"NOROO PAINT & COATINGS Co.,LTD (preferred)",KOSPI,00583442,20411,화학물질·화학제품,Chemicals and Chemical Products,true,090350,preferred_share,matched_via_parent,preferred_parent_ticker,11920,5520461920,20260908
090360,로보스타,"Robostar Co.,Ltd.",KOSDAQ,00536523,29280,기타 기계·장비,Other Machinery and Equipment,false,,,matched,ticker,74900,730275000000,20260908
090370,메타랩스,"METALABS CO., LTD.",KOSPI,00442835,141,의복 제조,Apparel Manufacturing,false,,,matched,ticker,1257,34321994073,20260908
090410,덕신이피씨,"DUKSHINEPC CO., LTD.",KOSDAQ,00454937,25112,금속가공제품,Fabricated Metal Products,false,,,matched,ticker,3830,35300416770,20260908
090430,아모레퍼시픽,AMOREPACIFIC CORP.,KOSPI,00583424,20423,화학물질·화학제품,Chemicals and Chemical Products,false,,,matched,ticker,140000,8188986260000,20260908
090435,아모레퍼시픽우,AMOREPACIFIC CORP. (preferred),KOSPI,00583424,20423,화학물질·화학제품,Chemicals and Chemical Products,true,090430,preferred_share,matched_via_parent,preferred_parent_ticker,44900,474046567000,20260908
090460,비에이치,"BHCo.,Ltd.",KOSPI,00447609,2622,전자부품·컴퓨터·통신장비,"Electronic Components, Computers, and Communication Equipment",false,,,matched,ticker,19670,663105952460,20260908
090470,제이스로보틱스,JAS Robotics Inc.,KOSDAQ,00493185,29271,기타 기계·장비,Other Machinery and Equipment,false,,,matched,ticker,4465,78032992210,20260908
090710,휴림로봇,"Hyulim ROBOT Co.,Ltd.",KOSDAQ,00540429,29280,기타 기계·장비,Other Machinery and Equipment,false,,,matched,ticker,6270,749635111830,20260908
090850,현대이지웰,"HYUNDAI EZWEL CO., LTD.",KOSDAQ,00656951,58222,출판업,Publishing,false,,,matched,ticker,4980,111939956940,20260908
091120,이엠텍,"EM-Tech.CO.,LTD.",KOSDAQ,00541163,262,전자부품·컴퓨터·통신장비,"Electronic Components, Computers, and Communication Equipment",false,,,matched,ticker,4850,83094739600,20260908
091340,S&K폴리텍,"S&KPOLYTECCO.,LTD.",KOSDAQ,00580667,2629,전자부품·컴퓨터·통신장비,"Electronic Components, Computers, and Communication Equipment",false,,,matched,ticker,2490,29142265290,20260908
091440,한울소재과학,"HanWool Materials Science, Inc.",KOSDAQ,00560122,26410,전자부품·컴퓨터·통신장비,"Electronic Components, Computers, and Communication Equipment",false,,,matched,ticker,2800,96995290000,20260908
091580,상신이디피,"SANGSINENERGYDISPLAYPRECISIONCO.,LTD",KOSDAQ,00480783,28202,전기장비,Electrical Equipment,false,,,matched,ticker,20550,273894900450,20260908
091590,남화토건,"Nam Hwa Construction Company, Limited",KOSDAQ,00108001,411,종합 건설,General Construction,false,,,matched,ticker,7220,84762800000,20260908
091700,파트론,"PARTRONCO.,LTD",KOSDAQ,00490151,2629,전자부품·컴퓨터·통신장비,"Electronic Components, Computers, and Communication Equipment",false,,,matched,ticker,5440,272000000000,20260908
091810,트리니티항공,"Trinity Airways Co., Ltd.",KOSPI,00671376,511,항공운송,Air Transport,false,,,matched,ticker,2770,282833872070,20260908
091970,LSK아이로봇,"LSKAIROBOT CO.,LTD",KOSDAQ,00542074,2229,고무·플라스틱,Rubber and Plastic Products,false,,,matched,ticker,3900,29385642000,20260908
092040,아미코젠,"Amicogen, Inc.",KOSDAQ,00545734,108,식료품 제조,Food Products Manufacturing,false,,,matched,ticker,1000,70655387000,20260908
092070,디엔에프,"DNFCo.,Ltd.",KOSDAQ,00569691,2049,화학물질·화학제품,Chemicals and Chemical Products,false,,,matched,ticker,12400,143491039200,20260908
092130,이크레더블,"e-Credible Co., Ltd.",KOSDAQ,00634728,63991,정보서비스업,Information Services,false,,,matched,ticker,14420,173668712000,20260908
092190,서울바이오시스,"SEOUL VIOSYS CO., LTD.",KOSDAQ,00488402,2612,전자부품·컴퓨터·통신장비,"Electronic Components, Computers, and Communication Equipment",false,,,matched,ticker,7740,355021284420,20260908
092200,디아이씨,DAE-IL Corporation,KOSPI,00112165,303,자동차·트레일러,Motor Vehicles and Trailers,false,,,matched,ticker,5610,218164872090,20260908
092220,KEC,KEC CORPORATION,KOSPI,00589127,2612,전자부품·컴퓨터·통신장비,"Electronic Components, Computers, and Communication Equipment",false,,,matched,ticker,2605,104597595940,20260908
