ticker,name_en,name_ko,filing_id,filed_on,filing_kind,holder_name,shares_held,shares_change,stake_pct,stake_change_pct,related_party_shares,related_party_pct,reason_raw_ko
900290,Great Rich Technologies Limited,그레이트리치과기유한공사,20250416000481,2025-04-16,general,Zhou YongNan,0,-35991038,0,-53.42,0,0,"- 대표 보고자 변경에 따른 변동보고
- 공동보유계약 해제"
900290,Great Rich Technologies Limited,그레이트리치과기유한공사,20250416000505,2025-04-16,general,신루이샹홀딩리미티드,41069646,41069646,50.8,50.8,31351311,38.78,공동보유약정 체결로 인한 대표보고자 변경에 대한 신규보고
900290,Great Rich Technologies Limited,그레이트리치과기유한공사,20251114002242,2025-11-14,general,신루이샹홀딩리미티드,42595712,1526066,51.01,0.21,31351311,38.78,제3자배정 유상증자 납입에 따른 신주취득 및 특별관계자 추가
900290,Great Rich Technologies Limited,그레이트리치과기유한공사,20260429001084,2026-04-29,general,신루이샹홀딩리미티드,38195712,-4400000,45.74,-5.27,31351311,38.78,시간외 매매에 따른 지분변동(블록딜)
900290,Great Rich Technologies Limited,그레이트리치과기유한공사,20260612000684,2026-06-12,general,신루이샹홀딩리미티드,36695712,-1500000,43.94,-1.8,31351311,38.78,보유주식수 감소에 따른 변동
900290,Great Rich Technologies Limited,그레이트리치과기유한공사,20260707000312,2026-07-07,general,신루이샹홀딩리미티드,0,-36695712,0,-43.94,,,특별관계 해소에 따른 대표보고자 변경
900290,Great Rich Technologies Limited,그레이트리치과기유한공사,20260707000325,2026-07-07,general,Zhou YongNan,31731311,31731311,38,38,,,대표보고자 변경에 따른 신규보고
900260,"ROTHWELL INTERNATIONAL CO., LIMITED",로스웰인터내셔널유한회사,20260115000268,2026-01-15,general,트릴리온럭그룹리미티드,28894795,28894795,62.77,62.77,,,- 공개매수에 따른 신규보고
900260,"ROTHWELL INTERNATIONAL CO., LIMITED",로스웰인터내셔널유한회사,20260213001959,2026-02-13,general,트릴리온럭그룹리미티드,29914806,1020011,64.99,2.22,,,- 공개매수에 따른 변동보고
088980,Macquarie Korea Infrastructure Fund,맥쿼리한국인프라투융자회사,20241202000268,2024-12-02,abbreviated,미래에셋자산운용,23934399,1525104,5,-0.14,,,지분율 변동
088980,Macquarie Korea Infrastructure Fund,맥쿼리한국인프라투융자회사,20250729000313,2025-07-29,abbreviated,미래에셋자산운용,24000694,113595,5.01,0.02,,,신규
088980,Macquarie Korea Infrastructure Fund,맥쿼리한국인프라투융자회사,20251010000294,2025-10-10,abbreviated,미래에셋자산운용,29173649,5172955,6.09,1.08,,,지분율 변동
088980,Macquarie Korea Infrastructure Fund,맥쿼리한국인프라투융자회사,20260202001076,2026-02-02,abbreviated,미래에셋자산운용,35193787,6020138,7.35,1.26,,,지분율 변동
088980,Macquarie Korea Infrastructure Fund,맥쿼리한국인프라투융자회사,20260402003338,2026-04-02,abbreviated,미래에셋자산운용,40302193,5108406,8.42,1.07,,,지분율 변동
900250,"China Crystal New Material Holdings Co.,  Ltd.",차이나크리스탈신소재홀딩스,20251219000533,2025-12-19,general,DAI ZHONGQIU,28739773,4417000,20.06,1.44,,,제3자배정 유상증자 납이에 따른 특별관계자 추가
900250,"China Crystal New Material Holdings Co.,  Ltd.",차이나크리스탈신소재홀딩스,20251219000547,2025-12-19,general,"NEWARKINVESTMENTCO.,LTD",10906131,4539235,7.61,2.36,,,제3자배정 유상증자 납입으로 인한 신주배정 및 장내매도
900250,"China Crystal New Material Holdings Co.,  Ltd.",차이나크리스탈신소재홀딩스,20251219000549,2025-12-19,general,SHANSHANINVESTMENTHOLDINGSLIMITED,6581572,-40000,4.59,-0.87,,,총발행주식수 증가 및 장내매도에 따른 변동
900250,"China Crystal New Material Holdings Co.,  Ltd.",차이나크리스탈신소재홀딩스,20260710000682,2026-07-10,general,DAI ZHONGQIU,7184943,-21554830,20.06,0,,,주식병합으로 인한 변동
900250,"China Crystal New Material Holdings Co.,  Ltd.",차이나크리스탈신소재홀딩스,20260710000686,2026-07-10,general,"NEWARKINVESTMENTCO.,LTD",2726532,-8179599,7.61,0,,,주식병합으로 인한 변동보고
105840,WOOJIN INC,(주)우진,20240923000056,2024-09-23,general,이재원,6422149,0,31.6,0,1980614,9.75,주식담보대출 계약에 따른 변경 보고
105840,WOOJIN INC,(주)우진,20241014000077,2024-10-14,general,이재원,6422149,0,31.6,0,1980614,9.75,주식담보대출 계약에 따른 변경 보고
105840,WOOJIN INC,(주)우진,20241220000172,2024-12-20,general,이재원,6422149,0,31.6,0,2122144,10.44,주식담보대출 계약에 따른 변경 보고
105840,WOOJIN INC,(주)우진,20250115000174,2025-01-15,general,이재원,6422149,0,31.6,0,3735048,18.38,주식담보대출 계약에 따른 변경 보고
105840,WOOJIN INC,(주)우진,20250218001141,2025-02-18,general,이재원,6422149,0,31.6,0,3763594,18.52,주식담보대출 계약에 따른 변경 보고
105840,WOOJIN INC,(주)우진,20250306000448,2025-03-06,general,이재원,6391979,-30170,31.45,-0.15,3763594,18.52,계열회사 임원 퇴임으로 인한 특별관계자 수의 변동
105840,WOOJIN INC,(주)우진,20250319000245,2025-03-19,general,이재원,6391979,0,31.45,0,3763594,18.52,주식담보대출 계약에 따른 변경 보고
105840,WOOJIN INC,(주)우진,20250401002544,2025-04-01,general,이재원,6391979,0,31.45,0,3763594,18.52,주식담보대출 계약에 따른 변경 보고
105840,WOOJIN INC,(주)우진,20250418000261,2025-04-18,general,이재원,6391979,0,31.65,0.2,3675618,18.2,주식담보대출 일부 상환 및 계약에 따른 변경 보고
105840,WOOJIN INC,(주)우진,20250617000335,2025-06-17,general,이재원,6391979,0,31.65,0,3675618,18.2,주식담보대출 계약에 따른 변경 보고
105840,WOOJIN INC,(주)우진,20250715000157,2025-07-15,general,이재원,6391979,0,31.65,0,3675618,18.2,주식담보대출 계약에 따른 변경 보고
105840,WOOJIN INC,(주)우진,20250918000070,2025-09-18,general,이재원,6391979,0,31.65,0,3675618,18.2,주식담보대출 계약에 따른 변경 보고
105840,WOOJIN INC,(주)우진,20251001000130,2025-10-01,general,이재원,6391979,0,31.65,0,3675618,18.2,주식담보대출 계약에 따른 변경 보고
105840,WOOJIN INC,(주)우진,20251016000117,2025-10-16,general,이재원,6391979,0,31.65,0,3675618,18.2,주식담보대출 계약에 따른 변경 보고
105840,WOOJIN INC,(주)우진,20251216000416,2025-12-16,general,이재원,6429548,37569,31.83,0.18,3675618,18.2,"특별관계자 추가, 특별관계자 자사주 상여 지급에 따른 변동 및 주식담보대출 계약에 따른 변경 보고"
105840,WOOJIN INC,(주)우진,20260107000589,2026-01-07,general,이재원,6029548,-400000,29.85,-1.98,3675618,18.2,보고자 및 특별관계자 시간외매매에 따른 보유주식수 변동
105840,WOOJIN INC,(주)우진,20260112000171,2026-01-12,general,이재원,6029548,0,29.85,0,3030457,15,주식담보대출 일부 상환 및 계약 연장에 따른 변경 보고
105840,WOOJIN INC,(주)우진,20260316001041,2026-03-16,general,이재원,6029548,0,29.85,0,3075100,15.23,주식담보대출 신규 계약 및 계약 연장에 따른 변경 보고
105840,WOOJIN INC,(주)우진,20260414001962,2026-04-14,general,이재원,6029548,0,29.85,0,3075100,15.23,주식담보대출 계약 연장에 따른 변경 보고
105840,WOOJIN INC,(주)우진,20260527000498,2026-05-27,general,이재원,6029869,321,29.85,0,3075100,15.23,특별관계자 장내매수에 따른 변동 보고
105840,WOOJIN INC,(주)우진,20260616000320,2026-06-16,general,이재원,6029869,0,29.85,0,3075100,15.23,주식담보대출 계약 연장에 따른 변경 보고
105840,WOOJIN INC,(주)우진,20260710000337,2026-07-10,general,이재원,6029869,0,29.85,0,3075100,15.23,주식담보대출 계약 연장에 따른 변경 보고
105840,WOOJIN INC,(주)우진,20260826000226,2026-08-26,general,이재원,6029869,0,29.85,0,3075100,15.23,주식담보대출 계약 연장에 따른 변경 보고
001820,"SAMWHA CAPACITOR CO.,LTD",삼화콘덴서공업(주),20250401003229,2025-04-01,abbreviated,국민연금공단,535785,-109354,5.15,-1.06,,,단순추가취득/처분
001820,"SAMWHA CAPACITOR CO.,LTD",삼화콘덴서공업(주),20250702000244,2025-07-02,abbreviated,국민연금공단,430268,-105517,4.14,-1.01,,,단순추가취득/처분
001820,"SAMWHA CAPACITOR CO.,LTD",삼화콘덴서공업(주),20260401002317,2026-04-01,abbreviated,국민연금공단,535485,49757,5.15,0.48,,,단순추가취득/처분
001820,"SAMWHA CAPACITOR CO.,LTD",삼화콘덴서공업(주),20260623000308,2026-06-23,general,오영주,2826243,-202832,27.19,-1.95,,,특별관계자의 장내 매도
001820,"SAMWHA CAPACITOR CO.,LTD",삼화콘덴서공업(주),20260701000417,2026-07-01,abbreviated,국민연금공단,677979,142494,6.52,1.37,,,단순추가취득/처분
001820,"SAMWHA CAPACITOR CO.,LTD",삼화콘덴서공업(주),20260804000489,2026-08-04,abbreviated,J.P.MORGANSECURITIESPLC,449314,449314,4.32,4.32,,,신규보고의무 발생
023600,"SAMBO CORRUGATED BOARD CO.,LTD.",삼보판지(주),20250731000345,2025-07-31,general,류진호,10892965,444698,67.36,2.75,2213581,13.69,특별관계자의 추가 및 장내매수
011420,"Galaxia SM, INC.",(주)갤럭시아 에스엠,20241008000130,2024-10-08,abbreviated,한국증권금융,1284444,89540,4.66,0.32,,,신용공여에 따른 담보권 신규취득 및 변동
011420,"Galaxia SM, INC.",(주)갤럭시아 에스엠,20250109000110,2025-01-09,abbreviated,한국증권금융,1169448,-43499,4.24,-0.16,,,신용공여에 따른 담보권 신규취득 및 변동
011420,"Galaxia SM, INC.",(주)갤럭시아 에스엠,20250627000706,2025-06-27,abbreviated,삼성액티브자산운용,1457404,1457404,5.29,5.29,,,매매로 인한 신규보고의무 발생
011420,"Galaxia SM, INC.",(주)갤럭시아 에스엠,20250917000149,2025-09-17,abbreviated,삼성액티브자산운용,1157315,-300089,4.2,-1.09,,,매매로 인한 변동보고의무 발생
011420,"Galaxia SM, INC.",(주)갤럭시아 에스엠,20260625000602,2026-06-25,general,트리니티에셋매니지먼트,11357500,289071,41.23,1.05,,,특별관계자 추가 및 보유주식수 변동
011420,"Galaxia SM, INC.",(주)갤럭시아 에스엠,20260702000473,2026-07-02,general,트리니티에셋매니지먼트,11569731,212231,42,0.77,,,특별관계자 추가 및 보유주식수 변동
011420,"Galaxia SM, INC.",(주)갤럭시아 에스엠,20260805000400,2026-08-05,general,트리니티에셋매니지먼트,11890976,321245,43.16,1.16,,,특별관계자 추가 및 보유주식수 변동
217500,"RUSSELL CO., LTD.",(주)러셀,20260206002124,2026-02-06,abbreviated,이강직,1027007,-1200000,3.23,-3.77,,,장내매도
217500,"RUSSELL CO., LTD.",(주)러셀,20260312000515,2026-03-12,general,권순욱,13346542,-1640000,41.95,-5.16,1027007,3.23,"최대주주 장내매수, 특별관계자 장내매도, 자기주식 처분에 따른 보유주식수 변동"
900310,"Coloray International Investment Co., Limited",컬러레이홀딩스,20250123000195,2025-01-23,general,Zhuo Zhongbiao,29178035,0,45.56,0,4500000,7.02,환매조건부 주식매매계약 만기
900310,"Coloray International Investment Co., Limited",컬러레이홀딩스,20250211000765,2025-02-11,general,Zhuo Zhongbiao,29178035,0,45.56,0,3000000,4.68,환매조건부 주식매매계약 만기
900310,"Coloray International Investment Co., Limited",컬러레이홀딩스,20250324000850,2025-03-24,general,Zhuo Zhongbiao,29178035,0,45.56,0,1500000,2.34,환매조건부 주식매매계약 만기
900310,"Coloray International Investment Co., Limited",컬러레이홀딩스,20250416000353,2025-04-16,general,Zhuo Zhongbiao,29178035,0,45.56,0,,,환매조건부 주식매매계약 만기
900310,"Coloray International Investment Co., Limited",컬러레이홀딩스,20260702000484,2026-07-02,general,Zhuo Zhongbiao,5835607,-23342428,45.56,0,,,주식병합에 따른 주식수 및 발행주식총수 변동
900300,ORGANIC TEA COSMETICS HOLDINGS COMPANY LIMITED,오가닉티코스메틱스홀딩스컴퍼니리미티드,20241120000350,2024-11-20,general,임국강,3900000,-35100000,7.99,-2.06,,,주식병합에 따른 주식수 및 발행주식총수 변동
900300,ORGANIC TEA COSMETICS HOLDINGS COMPANY LIMITED,오가닉티코스메틱스홀딩스컴퍼니리미티드,20250418000444,2025-04-18,general,임국강,8900000,5000000,9.27,1.28,,,제3자배정 유상증자 참여로 보유주식 증가
900300,ORGANIC TEA COSMETICS HOLDINGS COMPANY LIMITED,오가닉티코스메틱스홀딩스컴퍼니리미티드,20251103000299,2025-11-03,general,임국강,20000000,11100000,10.2,0.93,,,제3자배정 유상증자 참여로 보유주식 증가
900300,ORGANIC TEA COSMETICS HOLDINGS COMPANY LIMITED,오가닉티코스메틱스홀딩스컴퍼니리미티드,20251103000287,2025-11-03,abbreviated,LONG GAOXIANG,17600000,17600000,8.98,8.98,,,유상증자 참여로 신주 취득
900300,ORGANIC TEA COSMETICS HOLDINGS COMPANY LIMITED,오가닉티코스메틱스홀딩스컴퍼니리미티드,20251103000294,2025-11-03,abbreviated,ZENG ZHAOJIE,17300000,17300000,8.83,8.83,,,유상증자 참여로 신주 취득
900300,ORGANIC TEA COSMETICS HOLDINGS COMPANY LIMITED,오가닉티코스메틱스홀딩스컴퍼니리미티드,20251103000290,2025-11-03,abbreviated,FU YAN,17700000,17700000,9.03,9.03,,,유상증자 참여로 신주 취득
900300,ORGANIC TEA COSMETICS HOLDINGS COMPANY LIMITED,오가닉티코스메틱스홀딩스컴퍼니리미티드,20251103000283,2025-11-03,abbreviated,GAN XIAOCHUN,17300000,-1411001,8.83,-1.27,,,유상증자 참여로 신주 취득
900300,ORGANIC TEA COSMETICS HOLDINGS COMPANY LIMITED,오가닉티코스메틱스홀딩스컴퍼니리미티드,20251103000277,2025-11-03,abbreviated,JINZHENGINVESTMENTCO.PTE.LTD,19000000,19000000,9.69,9.69,,,유상증자 참여로 신주 취득
900300,ORGANIC TEA COSMETICS HOLDINGS COMPANY LIMITED,오가닉티코스메틱스홀딩스컴퍼니리미티드,20251120000462,2025-11-20,abbreviated,LI GUOLI,13750663,13750663,5.48,5.48,,,전환사채 인수 및 전환청구권 행사
900300,ORGANIC TEA COSMETICS HOLDINGS COMPANY LIMITED,오가닉티코스메틱스홀딩스컴퍼니리미티드,20251120000470,2025-11-20,abbreviated,ZHUOHUAINVESTMENTHOLDINGSPTE.LTD.,13750663,13750663,5.48,5.48,,,전환사채 인수 및 전환청구권 행사
900300,ORGANIC TEA COSMETICS HOLDINGS COMPANY LIMITED,오가닉티코스메틱스홀딩스컴퍼니리미티드,20251120000467,2025-11-20,abbreviated,ZHANGXIAOYING,13750663,13750663,5.48,5.48,,,전환사채 인수 및 전환청구권 행사
900300,ORGANIC TEA COSMETICS HOLDINGS COMPANY LIMITED,오가닉티코스메틱스홀딩스컴퍼니리미티드,20251120000453,2025-11-20,abbreviated,LEI TINGTING,13750663,13750663,5.48,5.48,,,전환사채 인수 및 전환청구권 행사
900300,ORGANIC TEA COSMETICS HOLDINGS COMPANY LIMITED,오가닉티코스메틱스홀딩스컴퍼니리미티드,20260306000784,2026-03-06,general,임국강,20939736,939736,8.34,-1.86,,,사전 거래계획에 따른 장내매수
900300,ORGANIC TEA COSMETICS HOLDINGS COMPANY LIMITED,오가닉티코스메틱스홀딩스컴퍼니리미티드,20260423000743,2026-04-23,general,SUN YANE,23000000,23000000,5.91,5.91,,,제3자배정 유상신주 취득에 따른 최대주주 변경
900300,ORGANIC TEA COSMETICS HOLDINGS COMPANY LIMITED,오가닉티코스메틱스홀딩스컴퍼니리미티드,20260424000579,2026-04-24,abbreviated,임국강,21090000,150264,5.42,-2.92,,,"사전 거래계획에 따른 장내매수,
최대주주 변경으로 인한 보유목적 변경"
900300,ORGANIC TEA COSMETICS HOLDINGS COMPANY LIMITED,오가닉티코스메틱스홀딩스컴퍼니리미티드,20260610000531,2026-06-10,general,SUN YANE,460000,-22540000,5.91,0,,,주식병합에 따른 주식수 및 발행주식총수 변동
900300,ORGANIC TEA COSMETICS HOLDINGS COMPANY LIMITED,오가닉티코스메틱스홀딩스컴퍼니리미티드,20260702000557,2026-07-02,general,SUN YANE,1960000,1500000,9.52,3.61,,,제3자배정 유상신주 취득에 보유주식 증가
900300,ORGANIC TEA COSMETICS HOLDINGS COMPANY LIMITED,오가닉티코스메틱스홀딩스컴퍼니리미티드,20260708000538,2026-07-08,abbreviated,SUN AIJUAN,1800000,1800000,8.75,8.75,,,제3자배정 유상증자 참여로 신주 취득
900300,ORGANIC TEA COSMETICS HOLDINGS COMPANY LIMITED,오가닉티코스메틱스홀딩스컴퍼니리미티드,20260708000526,2026-07-08,abbreviated,SONG LUTENG,1800000,1800000,8.75,8.75,,,제3자배정 유상증자 참여로 신주 취득
900300,ORGANIC TEA COSMETICS HOLDINGS COMPANY LIMITED,오가닉티코스메틱스홀딩스컴퍼니리미티드,20260708000563,2026-07-08,abbreviated,YING CHENGZHI,1800000,1800000,8.75,8.75,,,제3자배정 유상증자 참여로 신주 취득
053060,SAE DONG CO. LTD,(주)세동,20241028000209,2024-10-28,general,윤 정 상,4999712,172839,28.32,0.98,1400000,7.93,-보유주식 변동
053060,SAE DONG CO. LTD,(주)세동,20260616000048,2026-06-16,general,윤 정 상,4999712,0,28.32,0,,,주식담보 계약해지(대출상환)
053060,SAE DONG CO. LTD,(주)세동,20260701000302,2026-07-01,general,윤 정 상,5131312,131600,29.06,0.74,,,장내매수에 따른 변동보고
053060,SAE DONG CO. LTD,(주)세동,20260706000053,2026-07-06,general,윤 정 상,5298612,167300,30.01,0.95,,,장내매수에 따른 변동보고
053060,SAE DONG CO. LTD,(주)세동,20260710000162,2026-07-10,general,윤 정 상,5450912,152300,30.87,0.86,,,장내매수에 따른 변동보고
053060,SAE DONG CO. LTD,(주)세동,20260714000132,2026-07-14,general,윤 정 상,5560491,109579,31.49,0.62,,,장내매수에 따른 변동보고
014620,"SUNG KWANG BEND CO., LTD.",(주)성광벤드,20241007000237,2024-10-07,abbreviated,국민연금공단,1731119,300487,6.05,1.05,,,단순추가취득/처분
014620,"SUNG KWANG BEND CO., LTD.",(주)성광벤드,20241227000036,2024-12-27,general,안재일,10125840,-60941,36.26,0.64,,,특별관계자 장내매매로 인한 보유주식수 변동
014620,"SUNG KWANG BEND CO., LTD.",(주)성광벤드,20250106000167,2025-01-06,abbreviated,국민연금공단,1703530,-27589,6.1,0.05,,,단순추가취득/처분
014620,"SUNG KWANG BEND CO., LTD.",(주)성광벤드,20250108000352,2025-01-08,abbreviated,베어링자산운용,1685537,-618732,6.04,-2.02,,,1% 이상 변동에 따른 공시의무 발생
014620,"SUNG KWANG BEND CO., LTD.",(주)성광벤드,20250207000814,2025-02-07,abbreviated,베어링자산운용,1385292,-300245,4.96,-1.08,,,1% 이상 변동에 따른 공시의무 발생
014620,"SUNG KWANG BEND CO., LTD.",(주)성광벤드,20250401003705,2025-04-01,abbreviated,국민연금공단,1714960,11430,6.14,0.04,,,단순추가취득/처분
014620,"SUNG KWANG BEND CO., LTD.",(주)성광벤드,20250702000212,2025-07-02,abbreviated,국민연금공단,1414742,-300218,5.07,-1.07,,,단순추가취득/처분
014620,"SUNG KWANG BEND CO., LTD.",(주)성광벤드,20251021000176,2025-10-21,general,안재일,9625840,-500000,36.25,-0.01,,,특별관계자 시간외 매매로 인한 보유주식수 변동
014620,"SUNG KWANG BEND CO., LTD.",(주)성광벤드,20251120000145,2025-11-20,abbreviated,JPMorganAssetManagement(AsiaPacific)Limited,1349223,1349223,5.08,5.08,,,신규보고의무 발생
014620,"SUNG KWANG BEND CO., LTD.",(주)성광벤드,20260326000306,2026-03-26,abbreviated,J.P.MORGANSECURITIESPLC,1420991,1420991,5.35,5.35,,,신규보고의무 발생
014620,"SUNG KWANG BEND CO., LTD.",(주)성광벤드,20260327000510,2026-03-27,abbreviated,J.P.MORGANSECURITIESPLC,936999,-483992,3.53,-1.82,,,보유비율 변동
014620,"SUNG KWANG BEND CO., LTD.",(주)성광벤드,20260401004431,2026-04-01,abbreviated,국민연금공단,1077578,-337164,4.06,-1.01,,,단순추가취득/처분
014620,"SUNG KWANG BEND CO., LTD.",(주)성광벤드,20260518000090,2026-05-18,abbreviated,JPMorganAssetManagement(AsiaPacific)Limited,1646695,297472,6.2,1.12,,,보유비율 변동
014620,"SUNG KWANG BEND CO., LTD.",(주)성광벤드,20260612000674,2026-06-12,abbreviated,J.P.MORGANSECURITIESPLC,1400733,1400733,5.27,5.27,,,신규보고의무 발생
014620,"SUNG KWANG BEND CO., LTD.",(주)성광벤드,20260615000415,2026-06-15,abbreviated,J.P.MORGANSECURITIESPLC,588239,-812494,2.21,-3.06,,,보유비율 변동
014620,"SUNG KWANG BEND CO., LTD.",(주)성광벤드,20260626000025,2026-06-26,general,안재일,9443922,-181918,35.56,-0.69,,,특별관계자 장내매매로 인한 보유주식수 변동
014620,"SUNG KWANG BEND CO., LTD.",(주)성광벤드,20260703000227,2026-07-03,abbreviated,JPMorganAssetManagement(AsiaPacific)Limited,1916031,269336,7.21,1.01,,,보유비율 변동
014620,"SUNG KWANG BEND CO., LTD.",(주)성광벤드,20260710000287,2026-07-10,abbreviated,J.P.MORGANSECURITIESPLC,1380448,1380448,5.2,5.2,,,신규보고의무 발생
014620,"SUNG KWANG BEND CO., LTD.",(주)성광벤드,20260715000123,2026-07-15,abbreviated,J.P.MORGANSECURITIESPLC,586624,-793824,2.21,-2.99,,,보유비율 변동
014620,"SUNG KWANG BEND CO., LTD.",(주)성광벤드,20260720000010,2026-07-20,abbreviated,J.P.MORGANSECURITIESPLC,599521,599521,2.26,2.26,,,신규보고의무 발생
014620,"SUNG KWANG BEND CO., LTD.",(주)성광벤드,20260722000146,2026-07-22,abbreviated,J.P.MORGANSECURITIESPLC,1120884,1120884,4.22,4.22,,,신규보고의무 발생
014620,"SUNG KWANG BEND CO., LTD.",(주)성광벤드,20260728000219,2026-07-28,general,안재일,9334676,-109246,35.15,-0.41,,,특별관계자 장내매도 및 특별관계 해소
006910,"BOSUNG POWER TECHNOLOGY CO., LTD.",보성파워텍(주),20250704000455,2025-07-04,general,임도수,7156318,0,14.56,0,2973000,6.05,최대주주의 주식담보계약 기간연장
006910,"BOSUNG POWER TECHNOLOGY CO., LTD.",보성파워텍(주),20251223000791,2025-12-23,general,임도수,7156318,0,14.56,0,0,0,최대주주의 주식담보계약 해제
006910,"BOSUNG POWER TECHNOLOGY CO., LTD.",보성파워텍(주),20251223000818,2025-12-23,general,임도수,0,-7156318,0,-14.56,0,0," 상속으로 인한 본인 및 특별관계자 지분변동으로
 새로운 최대주주 및 대표보고자 변경"
006910,"BOSUNG POWER TECHNOLOGY CO., LTD.",보성파워텍(주),20251223000873,2025-12-23,general,임재황,7156318,7156318,14.56,14.56,0,0," 상속으로 인한 본인 및 특별관계자 지분변동으로
 새로운 최대주주 및 대표보고자 변경"
006910,"BOSUNG POWER TECHNOLOGY CO., LTD.",보성파워텍(주),20251223000881,2025-12-24,general,임재황,7156318,0,14.56,0,2973000,6.05,최대주주의 주식담보계약 체결
006910,"BOSUNG POWER TECHNOLOGY CO., LTD.",보성파워텍(주),20260108000155,2026-01-08,abbreviated,한국증권금융,2046133,-350491,4.16,-0.72,,,신용공여에 따른 담보권 신규취득 및 변동
006910,"BOSUNG POWER TECHNOLOGY CO., LTD.",보성파워텍(주),20260403001469,2026-04-03,general,임재황,7156318,0,14.56,0,2973000,6.05,본인 및 특별관계자간 보유주식 변동
006910,"BOSUNG POWER TECHNOLOGY CO., LTD.",보성파워텍(주),20260409002776,2026-04-09,abbreviated,한국증권금융,1790451,-445199,3.64,-0.91,,,신용공여에 따른 담보권 신규취득 및 변동
006910,"BOSUNG POWER TECHNOLOGY CO., LTD.",보성파워텍(주),20260702000537,2026-07-02,general,임재황,7156318,0,14.56,0,2973000,6.05,최대주주의 주식 담보계약 기간연장
006910,"BOSUNG POWER TECHNOLOGY CO., LTD.",보성파워텍(주),20260824000242,2026-08-24,general,임재황,7156318,0,14.56,0,3323000,6.76,특별관계자의 주식 담보계약 체결
014530,"KUKDONG OIL & CHEMICALS CO.,LTD",극동유화(주),20250103000176,2025-01-03,general,장홍선,14164258,34833,40.62,0.1,,,보유주식수 변동
014530,"KUKDONG OIL & CHEMICALS CO.,LTD",극동유화(주),20250403001568,2025-04-03,general,장홍선,14457798,293540,41.46,0.84,,,보유주식수 변동
014530,"KUKDONG OIL & CHEMICALS CO.,LTD",극동유화(주),20250408001747,2025-04-08,general,장홍선,14478015,20217,41.52,0.06,,,보유주식수 변동
014530,"KUKDONG OIL & CHEMICALS CO.,LTD",극동유화(주),20251229000240,2025-12-29,general,장선우,15255682,198167,43.75,0.57,,," 특별관계자 추가 및 보유주식수 변동
 (임직원 대상 자기주식 성과급 지급, 장내매매)"
014530,"KUKDONG OIL & CHEMICALS CO.,LTD",극동유화(주),20251229000238,2025-12-29,general,장선우,15057515,15057515,43.18,43.18,,, 대표보고자 변경으로 인한 신규보고
014530,"KUKDONG OIL & CHEMICALS CO.,LTD",극동유화(주),20251229000228,2025-12-29,general,장홍선,0,-14860215,0,-42.62,15080974,43.25," - 특별관계자 보유주식수 변동
 - 주식 양도에 따른 최대주주 및 대표보고자 변경으로
    인한 연명보고 종료
   (양도자 : 장홍선 / 양수자 : 이애스애드(주).
    (주)크리테이셔스, 고진모터스(주))
 - 보고자, 특별관계자 간의 주식 매매 계약 체결에 따른
    변경 (주식 양수도 계약)"
014530,"KUKDONG OIL & CHEMICALS CO.,LTD",극동유화(주),20251229000209,2025-12-29,general,장홍선,14860215,382200,42.62,1.1,,,특별관계자 추가 및 보유주식수 변동
014530,"KUKDONG OIL & CHEMICALS CO.,LTD",극동유화(주),20251229000626,2025-12-29,abbreviated,한국타이어앤테크놀로지,3481637,430000,9.98,1.23,,,장내매수에 따른 보유수량 변동
014530,"KUKDONG OIL & CHEMICALS CO.,LTD",극동유화(주),20251229000251,2025-12-29,general,장선우,15279996,24314,43.82,0.07,,, 보유주식수 변동
014530,"KUKDONG OIL & CHEMICALS CO.,LTD",극동유화(주),20260113000230,2026-01-13,general,장선우,15333996,54000,43.98,0.16,,, 보유주식수 변동
014530,"KUKDONG OIL & CHEMICALS CO.,LTD",극동유화(주),20260122000395,2026-01-22,abbreviated,한국타이어앤테크놀로지,4077926,596289,11.69,1.71,,,특별관계자의 장내매수에 따른 보유수량 변동
014530,"KUKDONG OIL & CHEMICALS CO.,LTD",극동유화(주),20260331003396,2026-03-31,general,장선우,15005083,-328913,43.03,-0.95,,," 보유주식수 변동
 특별관계자 추가/해소"
014530,"KUKDONG OIL & CHEMICALS CO.,LTD",극동유화(주),20260629000337,2026-06-29,general,장선우,15617083,612000,44.79,1.76,,," 보유주식수 변동
 특별관계자 추가"
014530,"KUKDONG OIL & CHEMICALS CO.,LTD",극동유화(주),20260729000166,2026-07-29,general,장선우,15923226,306143,45.67,0.88,1900000,5.45," 보유주식수 변동
 특별관계자 추가
 특별관계자 간의 주식 매매 계약 체결 및 매매 완료"
117730,"T-Robotics co., Ltd.",(주)티로보틱스,20241011000541,2024-10-11,general,안승욱,4155531,0,23.3,0,1633784,9.16,주식담보대출 계약 변경
117730,"T-Robotics co., Ltd.",(주)티로보틱스,20241015000035,2024-10-15,abbreviated,에이원자산운용,1025273,1025273,5.54,5.54,,,5% 이상 신규
117730,"T-Robotics co., Ltd.",(주)티로보틱스,20241107000340,2024-11-07,general,안승욱,4155531,0,23.3,0,1466356,8.22,주식담보대출 계약 변경
117730,"T-Robotics co., Ltd.",(주)티로보틱스,20241213000490,2024-12-13,general,안승욱,4132820,-22711,22.74,-0.56,1988137,10.94,특별관계자 변동 및 주식담보대출 계약 변경
