exchange,symbol,date,weight,tag,title
ADX,APEX,2026-07-27 00:00:00.0,9,financial-report,"APEX INVESTMENT P.S.C Financial Results for the Period Ended June 30,2026"
ADX,APEX,2026-05-04 00:00:00.0,9,financial-report,"APEX INVESTMENT P.S.C Management Discussion and Analysis Report for the Period Ended March 31,2026"
ADX,APEX,2026-04-28 00:00:00.0,9,financial-report,"APEX INVESTMENT P.S.C Financial Results for the Period Ended March 31,2026"
ADX,APEX,2026-02-11 00:00:00.0,9,financial-report,"APEX INVESTMENT P.S.C Management Discussion and Analysis Report for the Period Ended December 31,2025"
ADX,APEX,2026-02-11 00:00:00.0,9,financial-report,APEX INVESTMENT P.S.C Sustainability Report
ADX,APEX,2026-02-11 00:00:00.0,9,financial-report,"APEX INVESTMENT P.S.C Corporate Governance Report for the year December 31,2025"
ADX,APEX,2026-02-11 00:00:00.0,9,financial-report,"APEX INVESTMENT P.S.C Board of Directors Report for the Period Ended December 31,2025"
ADX,APEX,2026-02-11 00:00:00.0,9,financial-report,"APEX INVESTMENT P.S.C Integrated Report December 31,2025"
ADX,APEX,2026-01-28 00:00:00.0,9,financial-report,"APEX INVESTMENT P.S.C Financial Results for the Period Ended December 31,2025"
ADX,APEX,2025-11-10 00:00:00.0,9,financial-report,"APEX INVESTMENT P.S.C Management Discussion and Analysis Report for the Period Ended September 30,2025"
ADX,APEX,2025-10-27 00:00:00.0,9,financial-report,"APEX INVESTMENT P.S.C Financial Results for the Period Ended September 30,2025"
ADX,APEX,2026-07-27 00:00:00.0,6,board-outcome,APEX INVESTMENT P.S.C Board Meeting Results held on 27/07/2026 at 15:00 
ADX,APEX,2026-04-28 00:00:00.0,6,board-outcome,APEX INVESTMENT P.S.C Board Meeting Results held on 28/04/2026 at 15:00 
ADX,APEX,2026-01-28 00:00:00.0,6,board-outcome,APEX INVESTMENT P.S.C Board Meeting Results held on 27/01/2026 at 15:00 
ADX,APEX,2025-10-27 00:00:00.0,6,board-outcome,APEX INVESTMENT P.S.C Board Meeting Results held on 27/10/2025 at 15:00 
ADX,ARAM,2026-08-10 00:00:00.0,9,financial-report,"Aram Group Financial Results for the Period Ended June 30,2026"
ADX,ARAM,2026-08-10 00:00:00.0,9,financial-report,"Aram Group Management Discussion and Analysis Report for the Period Ended June 30,2026"
ADX,ARAM,2026-05-14 00:00:00.0,9,financial-report,"Aram Group Management Discussion and Analysis Report for the Period Ended March 31,2026"
ADX,ARAM,2026-05-14 00:00:00.0,9,financial-report,"Aram Group Financial Results for the Period Ended March 31,2026"
ADX,ARAM,2026-03-05 00:00:00.0,9,financial-report,"Aram Group Integrated Report December 31,2025"
ADX,ARAM,2026-03-05 00:00:00.0,9,financial-report,Aram Group Sustainability Report
ADX,ARAM,2026-03-05 00:00:00.0,9,financial-report,"Aram Group Corporate Governance Report for the year December 31,2025"
ADX,ARAM,2026-03-05 00:00:00.0,9,financial-report,"Aram Group Management Discussion and Analysis Report for the Period Ended December 31,2025"
ADX,ARAM,2026-03-05 00:00:00.0,9,financial-report,"Aram Group Financial Results for the Period Ended December 31,2025"
ADX,ARAM,2026-02-13 00:00:00.0,9,financial-report,"Aram Group Preliminary Financial Results for the Period Ended December 31,2025"
ADX,ARAM,2025-11-13 00:00:00.0,9,financial-report,"Aram Group Financial Results for the Period Ended September 30,2025"
ADX,ARAM,2025-11-13 00:00:00.0,9,financial-report,"Aram Group Management Discussion and Analysis Report for the Period Ended September 30,2025"
ADX,ARAM,2025-12-03 00:00:00.0,8,ceo-change,Announcement of closing the nominations for Board of Directors membership of Aram Group Company and the List of Nominees
ADX,ARAM,2025-11-13 00:00:00.0,8,ceo-change,Resignation of ARAM Group Company PJSC Board Member 
ADX,ARAM,2026-08-10 00:00:00.0,6,board-outcome,Aram Group Board Meeting Results held on 06/08/2026 at 16:00 
ADX,ARAM,2026-05-14 00:00:00.0,6,board-outcome,Aram Group Board Meeting Results held on 14/05/2026 at 16:00 
ADX,ARAM,2026-03-05 00:00:00.0,6,board-outcome,Aram Group Board Meeting Results held on 03/03/2026 at 14:00 
ADX,ARAM,2025-12-22 00:00:00.0,6,board-outcome,Aram Group Board Meeting Results held on 22/12/2025 at 18:00 
ADX,ARAM,2025-11-13 00:00:00.0,6,board-outcome,Aram Group Board Meeting Results held on 13/11/2025 at 11:00 
ADX,ASM,2026-07-28 00:00:00.0,9,financial-report,"Al Seer Marine Supplies & Equipment Company P.J.S.C Financial Results for the Period Ended June 30,2026"
ADX,ASM,2026-07-28 00:00:00.0,9,financial-report,"Al Seer Marine Supplies & Equipment Company P.J.S.C Financial Results Press Release for the Period Ended June 30,2026"
ADX,ASM,2026-07-28 00:00:00.0,9,financial-report,"Al Seer Marine Supplies & Equipment Company P.J.S.C Financial Results Summary for the Period Ended June 30,2026"
ADX,ASM,2026-07-28 00:00:00.0,9,financial-report,"Al Seer Marine Supplies & Equipment Company P.J.S.C Management Report for the Period Ended June 30,2026"
ADX,ASM,2026-02-13 00:00:00.0,9,financial-report,"Al Seer Marine Supplies & Equipment Company P.J.S.C Corporate Governance Report for the year December 31,2025"
ADX,ASM,2026-01-29 00:00:00.0,9,financial-report,"Al Seer Marine Supplies & Equipment Company P.J.S.C Financial Results for the Period Ended December 31,2025"
ADX,ASM,2026-01-29 00:00:00.0,9,financial-report,"Al Seer Marine Supplies & Equipment Company P.J.S.C Financial Results Summary for the Period Ended December 31,2025"
ADX,ASM,2026-01-29 00:00:00.0,9,financial-report,"Al Seer Marine Supplies & Equipment Company P.J.S.C Management Report for the Period Ended December 31,2025"
ADX,ASM,2026-07-29 00:00:00.0,6,board-outcome,Al Seer Marine Supplies & Equipment Company P.J.S.C Board Meeting Results held on 28/07/2026 at 15:00 
ADX,ASM,2026-04-28 00:00:00.0,6,board-outcome,Al Seer Marine Supplies & Equipment Company P.J.S.C Board Meeting Results held on 28/04/2026 at 15:00 
ADX,ASM,2026-01-29 00:00:00.0,6,board-outcome,Al Seer Marine Supplies & Equipment Company P.J.S.C Board Meeting Results held on 29/01/2026 at 15:00 
ADX,ASM,2025-10-28 00:00:00.0,6,board-outcome,Al Seer Marine Supplies & Equipment Company P.J.S.C Board Meeting Results held on 28/10/2025 at 15:00 
ADX,BILDCO,2026-08-12 00:00:00.0,9,financial-report,"Abu Dhabi National Co. for Building Materials Financial Results for the Period Ended June 30,2026"
ADX,BILDCO,2026-08-12 00:00:00.0,9,financial-report,"Abu Dhabi National Co. for Building Materials  Financial Results for the Period Ended June 30,2026"
ADX,BILDCO,2026-08-12 00:00:00.0,9,financial-report,"Abu Dhabi National Co. for Building Materials Management Discussion and Analysis Report for the Period Ended June 30,2026"
ADX,BILDCO,2026-08-12 00:00:00.0,9,financial-report,"Abu Dhabi National Co. for Building Materials Management Report for the Period Ended June 30,2026"
ADX,BILDCO,2026-05-12 00:00:00.0,9,financial-report,"Abu Dhabi National Co. for Building Materials Financial Results for the Period Ended March 31,2026"
ADX,BILDCO,2026-05-12 00:00:00.0,9,financial-report,"Abu Dhabi National Co. for Building Materials Report of accumulated losses for the year March 31,2026"
ADX,BILDCO,2026-05-12 00:00:00.0,9,financial-report,"Abu Dhabi National Co. for Building Materials Management Discussion and Analysis Report for the Period Ended March 31,2026"
ADX,BILDCO,2026-05-12 00:00:00.0,9,financial-report,"Abu Dhabi National Co. for Building Materials Board of Directors Report for the Period Ended March 31,2026"
ADX,BILDCO,2026-03-03 00:00:00.0,9,financial-report,"Abu Dhabi National Co. for Building Materials Integrated Report December 31,2025"
ADX,BILDCO,2026-03-03 00:00:00.0,9,financial-report,"Abu Dhabi National Co. for Building Materials Corporate Governance Report for the year December 31,2025"
ADX,BILDCO,2026-03-02 00:00:00.0,9,financial-report,Abu Dhabi National Co. for Building Materials Sustainability Report
ADX,BILDCO,2026-02-24 00:00:00.0,9,financial-report,"Abu Dhabi National Co. for Building Materials Management Discussion and Analysis Report for the Period Ended December 31,2025"
ADX,BILDCO,2026-02-23 00:00:00.0,9,financial-report,"Abu Dhabi National Co. for Building Materials Financial Results for the Period Ended December 31,2025"
ADX,BILDCO,2026-02-23 00:00:00.0,9,financial-report,"Abu Dhabi National Co. for Building Materials Report of accumulated losses for the year December 31,2025"
ADX,BILDCO,2026-02-23 00:00:00.0,9,financial-report,"Abu Dhabi National Co. for Building Materials Board of Directors Report for the Period Ended December 31,2025"
ADX,BILDCO,2026-02-13 00:00:00.0,9,financial-report,"Abu Dhabi National Co. for Building Materials Preliminary Financial Results for the Period Ended December 31,2025"
ADX,BILDCO,2025-11-15 00:00:00.0,9,financial-report,"Abu Dhabi National Co. for Building Materials Management Discussion and Analysis Report for the Period Ended September 30,2025"
ADX,BILDCO,2025-11-15 00:00:00.0,9,financial-report,"Abu Dhabi National Co. for Building Materials Board of Directors Report for the Period Ended September 30,2025"
ADX,BILDCO,2025-11-15 00:00:00.0,9,financial-report,"Abu Dhabi National Co. for Building Materials Report of accumulated losses for the year September 30,2025"
ADX,BILDCO,2025-11-14 00:00:00.0,9,financial-report,"Abu Dhabi National Co. for Building Materials Financial Results for the Period Ended September 30,2025"
ADX,BILDCO,2026-09-13 00:00:00.0,6,board-outcome,Abu Dhabi National Co. for Building Materials Board Meeting Results held on 13/09/2026 at 11:00 
ADX,BILDCO,2026-08-12 00:00:00.0,6,board-outcome,Abu Dhabi National Co. for Building Materials Board Meeting Results held on 12/08/2026 at 15:00 
ADX,BILDCO,2026-08-03 00:00:00.0,6,board-outcome,Abu Dhabi National Co. for Building Materials Board Meeting Results held on 03/08/2026 at 15:00 
ADX,BILDCO,2026-06-30 00:00:00.0,6,board-outcome,Abu Dhabi National Co. for Building Materials Board Meeting Results held on 30/06/2026 at 15:00 
ADX,BILDCO,2026-06-22 00:00:00.0,6,board-outcome,Abu Dhabi National Co. for Building Materials Board Meeting Results held on 22/06/2026 at 15:00 
ADX,BILDCO,2026-05-12 00:00:00.0,6,board-outcome,Abu Dhabi National Co. for Building Materials Board Meeting Results held on 12/05/2026 at 18:00 
ADX,BILDCO,2026-05-01 00:00:00.0,6,board-outcome,Abu Dhabi National Co. for Building Materials Board Meeting Results held on 01/05/2026 at 08:00 
ADX,BILDCO,2026-04-23 00:00:00.0,6,board-outcome,Abu Dhabi National Co. for Building Materials Board Meeting Results held on 23/04/2026 at 18:00 
ADX,BILDCO,2026-04-03 00:00:00.0,6,board-outcome,Abu Dhabi National Co. for Building Materials Board Meeting Results held on 03/04/2026 at 15:00 
ADX,BILDCO,2026-03-17 00:00:00.0,6,board-outcome,Abu Dhabi National Co. for Building Materials Board Meeting Results held on 17/03/2026 at 15:00 
ADX,BILDCO,2026-02-19 00:00:00.0,6,board-outcome,Abu Dhabi National Co. for Building Materials Board Meeting Results held on 19/02/2026 at 15:00 
ADX,BILDCO,2026-02-12 00:00:00.0,6,board-outcome,Abu Dhabi National Co. for Building Materials Board Meeting Results held on 12/02/2026 at 15:00 
ADX,BILDCO,2026-01-28 00:00:00.0,6,board-outcome,Abu Dhabi National Co. for Building Materials Board Meeting Results held on 28/01/2026 at 15:00 
ADX,BILDCO,2025-12-18 00:00:00.0,6,board-outcome,Abu Dhabi National Co. for Building Materials Board Meeting Results held on 18/12/2025 at 15:00 
ADX,BILDCO,2025-11-14 00:00:00.0,6,board-outcome,Abu Dhabi National Co. for Building Materials Board Meeting Results held on 14/11/2025 at 15:00 
ADX,BILDCO,2025-11-06 00:00:00.0,6,board-outcome,Abu Dhabi National Co. for Building Materials Board Meeting Results held on 06/11/2025 at 15:00 
ADX,BILDCO,2025-10-31 00:00:00.0,6,board-outcome,Abu Dhabi National Co. for Building Materials Board Meeting Results held on 31/10/2025 at 17:00 
ADX,BILDCO,2025-10-02 00:00:00.0,6,board-outcome,Abu Dhabi National Co. for Building Materials Board Meeting Results held on 02/10/2025 at 15:00 
ADX,BILDCO,2025-09-23 00:00:00.0,6,board-outcome,Abu Dhabi National Co. for Building Materials Board Meeting Results held on 23/09/2025 at 15:00 
ADX,BILDCO,2025-09-15 00:00:00.0,6,board-outcome,Abu Dhabi National Co. for Building Materials Board Meeting Results held on 15/09/2025 at 15:00 
ADX,BONDAE,2026-08-27 00:00:00.0,9,financial-report,"Lunate JP Morgan UAE Bond UCITS ETF Financial Results Summary for the Period Ended June 30,2026"
ADX,BONDAE,2026-04-30 00:00:00.0,9,financial-report,"Chimera JP Morgan UAE Bond UCITS ETF-Share Class-D Income Financial Results Summary for the Period Ended December 31,2025"
ADX,BOROUGE,2026-07-31 00:00:00.0,9,financial-report,"Borouge PLC Management Discussion and Analysis Report for the Period Ended June 30,2026"
ADX,BOROUGE,2026-07-31 00:00:00.0,9,financial-report,"Borouge PLC Financial Results for the Period Ended June 30,2026"
ADX,BOROUGE,2026-07-31 00:00:00.0,9,financial-report,"Borouge PLC Financial Results Press Release for the Period Ended June 30,2026"
ADX,BOROUGE,2026-04-30 00:00:00.0,9,financial-report,"Borouge PLC Management Discussion and Analysis Report for the Period Ended March 31,2026"
ADX,BOROUGE,2026-04-30 00:00:00.0,9,financial-report,"Borouge PLC Financial Results for the Period Ended March 31,2026"
ADX,BOROUGE,2026-04-30 00:00:00.0,9,financial-report,"Borouge PLC Financial Results Press Release for the Period Ended March 31,2026"
ADX,BOROUGE,2026-04-03 00:00:00.0,9,financial-report,"Borouge PLC Integrated Report December 31,2025"
ADX,BOROUGE,2026-04-03 00:00:00.0,9,financial-report,Borouge PLC Sustainability Report
ADX,BOROUGE,2026-02-04 00:00:00.0,9,financial-report,"Borouge PLC Management Discussion and Analysis Report for the Period Ended December 31,2025"
ADX,BOROUGE,2026-02-04 00:00:00.0,9,financial-report,"Borouge PLC Financial Results for the Period Ended December 31,2025"
ADX,BOROUGE,2026-02-04 00:00:00.0,9,financial-report,"Borouge PLC Financial Results Press Release for the Period Ended December 31,2025"
ADX,BOROUGE,2025-10-29 00:00:00.0,9,financial-report,"Borouge PLC Management Discussion and Analysis Report for the Period Ended September 30,2025"
ADX,BOROUGE,2025-10-29 00:00:00.0,9,financial-report,"Borouge PLC Financial Results for the Period Ended September 30,2025"
ADX,BOROUGE,2025-10-29 00:00:00.0,9,financial-report,"Borouge PLC Financial Results Press Release for the Period Ended September 30,2025"
ADX,BOROUGE,2026-03-31 00:00:00.0,8,control-change,Statement on completion of the combination of Borouge PLC (Borouge) and Borealis GmbH (Borealis) and the acquisition of Nova Chemicals
ADX,BOROUGE,2026-03-25 00:00:00.0,8,control-change,Statement on completion of the combination of Borouge PLC (Borouge) and Borealis GmbH (Borealis)
ADX,BOROUGE,2026-07-31 00:00:00.0,6,board-outcome,Borouge PLC Board Meeting Results held on 30/07/2026 at 15:00 
ADX,BOROUGE,2026-04-30 00:00:00.0,6,board-outcome,Borouge PLC Board Meeting Results held on 29/04/2026 at 15:00 
ADX,BOROUGE,2026-03-31 00:00:00.0,6,board-outcome,Borouge PLC Board Meeting Results held on 30/03/2026 at 18:00 
ADX,BOROUGE,2026-03-23 00:00:00.0,6,board-outcome,Borouge PLC Board Meeting Results held on 19/03/2026 at 18:00 
ADX,BOROUGE,2026-02-04 00:00:00.0,6,board-outcome,Borouge PLC Board Meeting Results held on 03/02/2026 at 16:00 
ADX,BOROUGE,2025-10-29 00:00:00.0,6,board-outcome,Borouge PLC Board Meeting Results held on 28/10/2025 at 15:00 
ADX,BOS,2026-07-16 00:00:00.0,9,financial-report,"Bank of Sharjah Management Discussion and Analysis Report for the Period Ended June 30,2026"
ADX,BOS,2026-07-16 00:00:00.0,9,financial-report,"Bank of Sharjah Financial Results for the Period Ended June 30,2026"
ADX,BOS,2026-05-06 00:00:00.0,9,financial-report,"Bank of Sharjah Management Discussion and Analysis Report for the Period Ended March 31,2026"
ADX,BOS,2026-05-06 00:00:00.0,9,financial-report,"Bank of Sharjah Financial Results for the Period Ended March 31,2026"
ADX,BOS,2026-03-31 00:00:00.0,9,financial-report,Bank of Sharjah Sustainability Report
ADX,BOS,2026-03-31 00:00:00.0,9,financial-report,"Bank of Sharjah Integrated Report December 31,2025"
ADX,BOS,2026-03-17 00:00:00.0,9,financial-report,"Bank of Sharjah Management Discussion and Analysis Report for the Period Ended December 31,2025"
ADX,BOS,2026-03-17 00:00:00.0,9,financial-report,"Bank of Sharjah Financial Results for the Period Ended December 31,2025"
ADX,BOS,2026-02-13 00:00:00.0,9,financial-report,"Bank of Sharjah Preliminary Financial Results for the Period Ended December 31,2025"
ADX,BOS,2025-10-22 00:00:00.0,9,financial-report,"Bank of Sharjah Management Discussion and Analysis Report for the Period Ended September 30,2025"
ADX,BOS,2025-10-22 00:00:00.0,9,financial-report,"Bank of Sharjah Financial Results for the Period Ended September 30,2025"
ADX,BOS,2026-04-22 00:00:00.0,8,ceo-change,BOS Disclosure - Nominations for BOD Elections 
ADX,BOS,2026-07-09 00:00:00.0,6,board-outcome,Bank of Sharjah Board Meeting Results held on 09/07/2026 at 11:00 
ADX,BOS,2026-04-30 00:00:00.0,6,board-outcome,Bank of Sharjah Board Meeting Results held on 30/04/2026 at 13:00 
ADX,BOS,2026-03-17 00:00:00.0,6,board-outcome,Bank of Sharjah Board Meeting Results held on 17/03/2026 at 12:00 
ADX,BOS,2025-12-18 00:00:00.0,6,board-outcome,Bank of Sharjah Board Meeting Results held on 18/12/2025 at 11:00 
ADX,BOS,2025-11-27 00:00:00.0,6,board-outcome,Bank of Sharjah Board Meeting Results held on 27/11/2025 at 11:00 
ADX,BOS,2025-10-01 00:00:00.0,6,board-outcome,Bank of Sharjah Board Meeting Results held on 01/10/2025 at 12:00 
ADX,BURJEEL,2026-08-05 00:00:00.0,9,financial-report,"BURJEEL HOLDINGS PLC Financial Results Press Release for the Period Ended June 30,2026"
ADX,BURJEEL,2026-08-05 00:00:00.0,9,financial-report,"BURJEEL HOLDINGS PLC Management Discussion and Analysis Report for the Period Ended June 30,2026"
ADX,BURJEEL,2026-08-05 00:00:00.0,9,financial-report,"BURJEEL HOLDINGS PLC Financial Results for the Period Ended June 30,2026"
ADX,BURJEEL,2026-05-06 00:00:00.0,9,financial-report,"BURJEEL HOLDINGS PLC Financial Results Press Release for the Period Ended March 31,2026"
ADX,BURJEEL,2026-05-06 00:00:00.0,9,financial-report,"BURJEEL HOLDINGS PLC Management Discussion and Analysis Report for the Period Ended March 31,2026"
ADX,BURJEEL,2026-05-06 00:00:00.0,9,financial-report,"BURJEEL HOLDINGS PLC Financial Results for the Period Ended March 31,2026"
ADX,BURJEEL,2026-03-05 00:00:00.0,9,financial-report,BURJEEL HOLDINGS PLC Sustainability Report
ADX,BURJEEL,2026-03-05 00:00:00.0,9,financial-report,"BURJEEL HOLDINGS PLC Governance Report for the year December 31,2025"
ADX,BURJEEL,2026-03-05 00:00:00.0,9,financial-report,"BURJEEL HOLDINGS PLC Integrated Report December 31,2025"
ADX,BURJEEL,2026-03-05 00:00:00.0,9,financial-report,"BURJEEL HOLDINGS PLC Financial Results Press Release for the Period Ended December 31,2025"
ADX,BURJEEL,2026-03-05 00:00:00.0,9,financial-report,"BURJEEL HOLDINGS PLC Management Discussion and Analysis Report for the Period Ended December 31,2025"
ADX,BURJEEL,2026-03-04 00:00:00.0,9,financial-report,"BURJEEL HOLDINGS PLC Financial Results for the Period Ended December 31,2025"
ADX,BURJEEL,2026-02-10 00:00:00.0,9,financial-report,"BURJEEL HOLDINGS PLC Preliminary Financial Results for the Period Ended December 31,2025"
ADX,BURJEEL,2025-11-03 00:00:00.0,9,financial-report,"BURJEEL HOLDINGS PLC Financial Results Press Release for the Period Ended September 30,2025"
ADX,BURJEEL,2025-11-03 00:00:00.0,9,financial-report,"BURJEEL HOLDINGS PLC Management Discussion and Analysis Report for the Period Ended September 30,2025"
ADX,BURJEEL,2025-11-03 00:00:00.0,9,financial-report,"BURJEEL HOLDINGS PLC Financial Results for the Period Ended September 30,2025"
ADX,BURJEEL,2026-08-27 00:00:00.0,8,ceo-change,Resignation of the Chief Financial Officer
ADX,BURJEEL,2026-03-04 00:00:00.0,8,ceo-change,Appointment of a Director 
ADX,BURJEEL,2026-02-27 00:00:00.0,8,ceo-change,Resignation of a Board Member
ADX,BURJEEL,2025-12-18 00:00:00.0,8,ceo-change,Burjeel Holdings Announces Board-Approved CEO Appointment 
ADX,BURJEEL,2026-08-05 00:00:00.0,6,board-outcome,BURJEEL HOLDINGS PLC Board Meeting Results held on 05/08/2026 at 15:00 
ADX,BURJEEL,2026-05-06 00:00:00.0,6,board-outcome,BURJEEL HOLDINGS PLC Board Meeting Results held on 06/05/2026 at 15:30 
ADX,BURJEEL,2026-03-04 00:00:00.0,6,board-outcome,BURJEEL HOLDINGS PLC Board Meeting Results held on 04/03/2026 at 15:30 
ADX,BURJEEL,2026-02-10 00:00:00.0,6,board-outcome,BURJEEL HOLDINGS PLC Board Meeting Results held on 10/02/2026 at 15:00 
ADX,BURJEEL,2026-01-27 00:00:00.0,6,board-outcome,BURJEEL HOLDINGS PLC Board Meeting Results held on 27/01/2026 at 15:00 
ADX,BURJEEL,2025-12-18 00:00:00.0,6,board-outcome,BURJEEL HOLDINGS PLC Board Meeting Results held on 18/12/2025 at 15:00 
ADX,BURJEEL,2025-12-08 00:00:00.0,6,board-outcome,BURJEEL HOLDINGS PLC Board Meeting Results held on 08/12/2025 at 15:00 
ADX,BURJEEL,2025-11-03 00:00:00.0,6,board-outcome,BURJEEL HOLDINGS PLC Board Meeting Results held on 03/11/2025 at 15:00 
ADX,CHADX15,2026-08-14 00:00:00.0,9,financial-report,"Lunate FTSE ADX 15 ETF Financial Results Summary for the Period Ended June 30,2026"
ADX,CHADX15,2026-03-31 00:00:00.0,9,financial-report,"Chimera FTSE ADX 15 ETF Class B Income Financial Results Summary for the Period Ended December 31,2025"
ADX,CHHK,2026-08-14 00:00:00.0,9,financial-report,"Lunate S&P China HK Shariah ETF Financial Results Summary for the Period Ended June 30,2026"
ADX,CHHK,2026-03-31 00:00:00.0,9,financial-report,"Chimera S&P China HK Shariah ETF - Share Class B -  Income Financial Results Summary for the Period Ended December 31,2025"
ADX,DANA,2026-08-07 00:00:00.0,9,financial-report,Dana Gas Reports 47% Increase in H1 2026 Net Profit to AED 393 Million ($107 Million)
ADX,DANA,2026-08-07 00:00:00.0,9,financial-report,"DANA GAS PJSC Financial Results for the Period Ended June 30,2026"
ADX,DANA,2026-08-07 00:00:00.0,9,financial-report,"DANA GAS PJSC Board of Directors Report for the Period Ended June 30,2026"
ADX,DANA,2026-05-20 00:00:00.0,9,financial-report,DANA GAS PJSC Sustainability Report
ADX,DANA,2026-05-14 00:00:00.0,9,financial-report,"Dana Gas delivers 72% increase in Q1 2026 profit, underpinned by resilient operations and strengthened liquidity "
ADX,DANA,2026-05-14 00:00:00.0,9,financial-report,"DANA GAS PJSC Board of Directors Report for the Period Ended March 31,2026"
ADX,DANA,2026-05-14 00:00:00.0,9,financial-report,"DANA GAS PJSC Financial Results for the Period Ended March 31,2026"
ADX,DANA,2026-03-31 00:00:00.0,9,financial-report,"DANA GAS PJSC Integrated Report December 31,2025"
ADX,DANA,2026-03-31 00:00:00.0,9,financial-report,"DANA GAS PJSC Corporate Governance Report for the year December 31,2025"
ADX,DANA,2026-03-12 00:00:00.0,9,financial-report,"DANA GAS PJSC Financial Results for the Period Ended December 31,2025"
ADX,DANA,2026-03-12 00:00:00.0,9,financial-report,"DANA GAS PJSC Board of Directors Report for the Period Ended December 31,2025"
ADX,DANA,2026-02-06 00:00:00.0,9,financial-report,"DANA GAS PJSC Financial Results Press Release for the Period Ended December 31,2025"
ADX,DANA,2026-02-06 00:00:00.0,9,financial-report,"DANA GAS PJSC Preliminary Financial Results for the Period Ended December 31,2025"
ADX,DANA,2025-11-07 00:00:00.0,9,financial-report,"DANA GAS PJSC Financial Results Press Release for the Period Ended September 30,2025"
ADX,DANA,2025-11-07 00:00:00.0,9,financial-report,"DANA GAS PJSC Financial Results for the Period Ended September 30,2025"
ADX,DANA,2025-11-07 00:00:00.0,9,financial-report,"DANA GAS PJSC Board of Directors Report for the Period Ended September 30,2025"
ADX,DANA,2026-06-03 00:00:00.0,6,board-outcome,DANA GAS PJSC Board Meeting Results held on 02/06/2026 at 11:00 
ADX,DANA,2026-04-21 00:00:00.0,6,board-outcome,DANA GAS PJSC Board Meeting Results held on 21/04/2026 at 09:30 
ADX,DANA,2026-03-12 00:00:00.0,6,board-outcome,DANA GAS PJSC Board Meeting Results held on 11/03/2026 at 11:00 
ADX,DANA,2026-02-12 00:00:00.0,6,board-outcome,DANA GAS PJSC Board Meeting Results held on 11/02/2026 at 11:06 
ADX,DANA,2025-11-27 00:00:00.0,6,board-outcome,DANA GAS PJSC Board Meeting Results held on 26/11/2025 at 13:24 
ADX,DANA,2025-09-18 00:00:00.0,6,board-outcome,DANA GAS PJSC Board Meeting Results held on 17/09/2025 at 11:04 
ADX,E7,2026-08-10 00:00:00.0,9,financial-report,"E7 Group PJSC Financial Results Press Release for the Period Ended June 30,2026"
ADX,E7,2026-08-10 00:00:00.0,9,financial-report,"E7 Group PJSC Financial Results for the Period Ended June 30,2026"
ADX,E7,2026-05-11 00:00:00.0,9,financial-report,"E7 Group PJSC Financial Results Press Release for the Period Ended March 31,2026"
ADX,E7,2026-05-11 00:00:00.0,9,financial-report,"E7 Group PJSC Financial Results for the Period Ended March 31,2026"
ADX,E7,2026-04-09 00:00:00.0,9,financial-report,"E7 Group PJSC Integrated Report December 31,2025"
ADX,E7,2026-03-26 00:00:00.0,9,financial-report,"E7 Group PJSC Financial Results Press Release for the Period Ended December 31,2025"
ADX,E7,2026-03-26 00:00:00.0,9,financial-report,"E7 Group PJSC Financial Results for the Period Ended December 31,2025"
ADX,E7,2026-02-12 00:00:00.0,9,financial-report,"E7 Group PJSC Financial Results Press Release for the Period Ended December 31,2025"
ADX,E7,2026-02-12 00:00:00.0,9,financial-report,"E7 Group PJSC Preliminary Financial Results for the Period Ended December 31,2025"
ADX,E7,2025-11-12 00:00:00.0,9,financial-report,"E7 Group PJSC Financial Results for the Period Ended September 30,2025"
ADX,E7,2025-11-12 00:00:00.0,9,financial-report,"E7 Group PJSC Financial Results Press Release for the Period Ended September 30,2025"
ADX,E7,2026-08-10 00:00:00.0,6,board-outcome,E7 Group PJSC Board Meeting Results held on 10/08/2026 at 16:00 
ADX,E7,2026-05-11 00:00:00.0,6,board-outcome,E7 Group PJSC Board Meeting Results held on 11/05/2026 at 16:00 
ADX,E7,2026-04-23 00:00:00.0,6,board-outcome,E7 Group PJSC Board Meeting Results held on 23/04/2026 at 15:30 
ADX,E7,2026-03-26 00:00:00.0,6,board-outcome,E7 Group PJSC Board Meeting Results held on 26/03/2026 at 15:00 
ADX,E7,2026-03-03 00:00:00.0,6,board-outcome,E7 Group PJSC Board Meeting Results held on 03/03/2026 at 16:00 
ADX,E7,2026-02-12 00:00:00.0,6,board-outcome,E7 Group PJSC Board Meeting Results held on 12/02/2026 at 16:00 
ADX,E7,2025-11-12 00:00:00.0,6,board-outcome,E7 Group PJSC Board Meeting Results held on 12/11/2025 at 16:00 
ADX,E7,2025-10-02 00:00:00.0,6,board-outcome,E7 Group PJSC Board Meeting Results held on 02/10/2025 at 16:00 
ADX,E7,2025-09-26 00:00:00.0,6,board-outcome,E7 Group PJSC Board Meeting Results held on 26/09/2025 at 16:00 
ADX,EAND,2026-07-30 00:00:00.0,9,financial-report,"Emirates Telecom. Group Company PJSC Management Report for the Period Ended June 30,2026"
ADX,EAND,2026-07-30 00:00:00.0,9,financial-report,"Emirates Telecom. Group Company PJSC Financial Results for the Period Ended June 30,2026"
ADX,EAND,2026-04-28 00:00:00.0,9,financial-report,"Emirates Telecom. Group Company PJSC Management Report for the Period Ended March 31,2026"
ADX,EAND,2026-04-28 00:00:00.0,9,financial-report,"Emirates Telecom. Group Company PJSC Financial Results for the Period Ended March 31,2026"
