symbol,date,title,period,priorPeriod,revenueAED,expenseAED,netProfitAED,eps,cashAndEquivalentsAED,engPdfUrl
ADCB,2026-01-29 00:00:00.0,"Abu Dhabi Commercial Bank Financial Results for the Period Ended December 31,2025",2025,2024,42618000000,-29784000000,11445000000,1.45,75566000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4676640
ADCB,2025-10-27 00:00:00.0,"Abu Dhabi Commercial Bank Financial Results for the Period Ended September 30,2025",Q3 2025,Q3 2024,31813000000,-22716000000,8103999999.999999,1.04,66694999999.99999,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4572977
ADIB,2025-10-22 00:00:00.0,"Abu Dhabi Islamic Bank Financial Results for the Period Ended September 30,2025",Q3 2025,Q3 2024,13207000000,-3096000000,5316000000,1.307,18555000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4567270
ADNH,2026-07-23 00:00:00.0,"Abu Dhabi National Hotels Co. Financial Results for the Period Ended June 30,2026",Q2 2026,Q2 2025,1546000000,-1317000000,102000000,0,685000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/5211831
ADNH,2026-04-20 00:00:00.0,"Abu Dhabi National Hotels Co. Financial Results for the Period Ended March 31,2026",Q1 2026,Q1 2025,863300000,-688277000,108321000,0.008,611324000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4837843
ADNH,2026-02-13 00:00:00.0,"Abu Dhabi National Hotels Co. Financial Results for the Period Ended December 31,2025",2025,2024,3486000000,-2637000000,1146000000,0.09,1096000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4699612
ADNH,2025-11-13 00:00:00.0,"Abu Dhabi National Hotels Co. Financial Results for the Period Ended September 30,2025",Q3 2025,Q3 2024,2444000000,-1908000000,348000000,0.024,407000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4599696
ADNHC,2026-07-17 00:00:00.0,"A D N H Catering plc Financial Results for the Period Ended June 30,2026",Q2 2026,Q2 2025,921515000,-805012000,60399000,0.026,174140000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/5192988
ADNHC,2026-04-17 00:00:00.0,"A D N H Catering plc Financial Results for the Period Ended March 31,2026",Q1 2026,Q1 2025,464401000,-405071000,31382000,0.014,108851000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4831419
ADNHC,2026-02-06 00:00:00.0,"A D N H Catering plc Financial Results for the Period Ended December 31,2025",2025,2024,1743000000,-1449000000,176000000,0.078,162000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4686027
ADNHC,2025-11-05 00:00:00.0,"A D N H Catering plc Financial Results for the Period Ended September 30,2025",Q3 2025,Q3 2024,1265000000,-1048000000,124000000,0.056,112000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4594448
ADNIC,2026-08-12 00:00:00.0,"Abu Dhabi National Insurance Company Financial Results for the Period Ended June 30,2026",Q2 2026,Q2 2025,4088000000,-4647000000,201000000,0.37,520000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/5256799
ADNIC,2026-05-14 00:00:00.0,"Abu Dhabi National Insurance Company Financial Results for the Period Ended March 31,2026",Q1 2026,Q1 2025,1888000000,-1965000000,88000000,0.17,348000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4908931
ADNIC,2026-02-10 00:00:00.0,"Abu Dhabi National Insurance Company Financial Results for the Period Ended December 31,2025",2025,2024,8254000000,-4523000000,480000000,0.83,653000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4733709
ADNIC,2025-11-11 00:00:00.0,"Abu Dhabi National Insurance Company Financial Results for the Period Ended September 30,2025",Q3 2025,Q3 2024,6087000000,-3267000000,355000000,0.61,375000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4594663
ADNOCDIST,2026-08-05 00:00:00.0,"Abu Dhabi National Oil Company For Distribution Financial Results for the Period Ended June 30,2026",Q2 2026,Q2 2025,22035000000,-17783000000,2128000000,0.167,2191000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/5238692
ADNOCDIST,2026-05-13 00:00:00.0,"Abu Dhabi National Oil Company For Distribution Financial Results for the Period Ended March 31,2026",Q1 2026,Q1 2025,8834000000,-7010000000,786000000,0.062,2379000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4906238
ADNOCDIST,2026-02-03 00:00:00.0,"Abu Dhabi National Oil Company For Distribution Financial Results for the Period Ended December 31,2025",2025,2024,35897000000,-28951000000,2851000000,0.224,2361000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4680117
ADNOCDIST,2025-10-31 00:00:00.0,"Abu Dhabi National Oil Company For Distribution Financial Results for the Period Ended September 30,2025",Q3 2025,Q3 2024,26437000000,-21342000000,2167000000,0.17,2951000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4570668
ADNOCDRILL,2026-07-30 00:00:00.0,"ADNOC Drilling Company PJSC Financial Results for the Period Ended June 30,2026",Q2 2026,Q2 2025,2460000000,-1566000000,706000000,0.044,355000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/5225656
ADNOCDRILL,2026-05-11 00:00:00.0,"ADNOC Drilling Company PJSC Financial Results for the Period Ended March 31,2026",Q1 2026,Q1 2025,1228000000,-796000000,347000000,0.022,331000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4892212
ADNOCDRILL,2026-02-12 00:00:00.0,"ADNOC Drilling Company PJSC Financial Results for the Period Ended December 31,2025",2025,2024,4903000000,-3106000000,1449000000,0.091,236000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4695411
ADNOCDRILL,2025-10-28 00:00:00.0,"ADNOC Drilling Company PJSC Financial Results for the Period Ended September 30,2025",Q3 2025,Q3 2024,3626000000,-2300000000,1060000000,0.066,272000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4574061
ADNOCGAS,2026-08-10 00:00:00.0,"ADNOC Gas plc Financial Results for the Period Ended June 30,2026",Q2 2026,Q2 2025,7146000000,-5769000000,1744000000,0.023,1485000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/5251658
ADNOCGAS,2026-05-12 00:00:00.0,"ADNOC Gas plc Financial Results for the Period Ended March 31,2026",Q1 2026,Q1 2025,4034000000,-3105000000,1079000000,0.014,4213000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4901736
ADNOCGAS,2026-02-17 00:00:00.0,"ADNOC Gas plc Financial Results for the Period Ended December 31,2025",2025,2024,18509000000,-13948000000,5166000000,0.067,3702000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4703731
ADNOCGAS,2025-11-13 00:00:00.0,"ADNOC Gas plc Financial Results for the Period Ended September 30,2025",Q3 2025,Q3 2024,14183000000,-10622000000,3993000000,0.052,3433000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4597511
ADNOCLS,2026-08-11 00:00:00.0,"ADNOC Logistics & Services plc Financial Results for the Period Ended June 30,2026",Q2 2026,Q2 2025,3667000000,-2318000000,1173000000,0.15,543000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/5254960
ADNOCLS,2026-05-14 00:00:00.0,"ADNOC Logistics & Services plc Financial Results for the Period Ended March 31,2026",Q1 2026,Q1 2025,1083000000,-802000000,222000000,0.03,695000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4910417
ADNOCLS,2026-02-11 00:00:00.0,"ADNOC Logistics & Services plc Financial Results for the Period Ended December 31,2025",2025,2024,5016000000,-3908000000,863000000,0.11,338000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4695109
ADNOCLS,2025-11-11 00:00:00.0,"ADNOC Logistics & Services plc Financial Results for the Period Ended September 30,2025",Q3 2025,Q3 2024,3705000000,-2889000000,631000000,0.08,284000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4594566
ADPORTS,2026-08-14 00:00:00.0,"Abu Dhabi Ports Company PJSC Financial Results for the Period Ended June 30,2026",Q2 2026,Q2 2025,12834000000,-9861000000,1489000000,0.22,2788000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/5266207
ADPORTS,2026-05-13 00:00:00.0,"Abu Dhabi Ports Company PJSC Financial Results for the Period Ended March 31,2026",Q1 2026,Q1 2025,5750000000,-4215000000,653000000,0.1,4559000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4906252
ADPORTS,2026-03-05 00:00:00.0,"Abu Dhabi Ports Company PJSC Financial Results for the Period Ended December 31,2025",2025,2024,20765000000,-15136000000,2071000000.0000002,0.32,2712000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4742559
ADPORTS,2025-11-14 00:00:00.0,"Abu Dhabi Ports Company PJSC Financial Results for the Period Ended September 30,2025",Q3 2025,Q3 2024,14811000000,-10873000000,1504000000,0.23,2178000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4600382
ADSB,2026-08-12 00:00:00.0,"Abu Dhabi Ship Building Co. Financial Results for the Period Ended June 30,2026",Q2 2026,Q2 2025,665770000,-727273000,-96671000,-0.456,867311000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/5261162
ADSB,2026-05-14 00:00:00.0,"Abu Dhabi Ship Building Co. Financial Results for the Period Ended March 31,2026",Q1 2026,Q1 2025,426017000,-398353000,6345000,0.03,261189000.00000003,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4913172
ADSB,2026-03-22 00:00:00.0,"Abu Dhabi Ship Building Co. Financial Results for the Period Ended December 31,2025",2025,2024,1408000000,-1389000000,30000000,0.14,287000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4781322
ADSB,2025-11-14 00:00:00.0,"Abu Dhabi Ship Building Co. Financial Results for the Period Ended September 30,2025",Q3 2025,Q3 2024,820000000,-839000000,-10000000,-0.05,52000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4600747
AGILITY,2026-08-06 00:00:00.0,"Agility Global PLC Financial Results for the Period Ended June 30,2026",Q2 2026,Q2 2025,2922000000,-2768000000,97000000,0.73,563000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/5244855
AGILITY,2026-05-09 00:00:00.0,"Agility Global PLC Financial Results for the Period Ended March 31,2026",Q1 2026,Q1 2025,1410000000,-1258000000,40000000,0.26,597000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4889734
AGILITY,2026-03-13 00:00:00.0,"Agility Global PLC Financial Results for the Period Ended December 31,2025",2025,2024,5073000000,-4447000000,305000000,2.45,590000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4892935
AGILITY,2025-11-11 00:00:00.0,"Agility Global PLC Financial Results for the Period Ended September 30,2025",Q3 2025,Q3 2024,3652000000,-3425000000,143000000,0.98,667000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4594499
AGTHIA,2026-08-04 00:00:00.0,"AGTHIA Group Financial Results for the Period Ended June 30,2026",Q2 2026,Q2 2025,2602000000,-1805000000,121000000,0.135,800000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/5237962
AGTHIA,2026-05-12 00:00:00.0,"AGTHIA Group Financial Results for the Period Ended March 31,2026",Q1 2026,Q1 2025,1327000000,-908000000,97000000,0.111,373000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4901785
AGTHIA,2026-03-03 00:00:00.0,"AGTHIA Group Financial Results for the Period Ended December 31,2025",2025,2024,4846000000,-4633000000,101000000,0.103,398000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4734164
AGTHIA,2025-11-05 00:00:00.0,"AGTHIA Group Financial Results for the Period Ended September 30,2025",Q3 2025,Q3 2024,3560000000,-3435000000,53000000,0.05,243000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4586929
ALAIN,2026-08-12 00:00:00.0,"Al Ain Alahlia Insurance Co. Financial Results for the Period Ended June 30,2026",Q2 2026,Q2 2025,547011000,-546212000,-9103000,-0.61,65107000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/5256605
ALAIN,2026-05-14 00:00:00.0,"Al Ain Alahlia Insurance Co. Financial Results for the Period Ended March 31,2026",Q1 2026,Q1 2025,272260000,-16379000.000000002,8057000,0.54,64010000.00000001,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4911587
ALAIN,2026-03-16 00:00:00.0,"Al Ain Alahlia Insurance Co. Financial Results for the Period Ended December 31,2025",2025,2024,1157000000,-685000000,28000000,1.85,57000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4772777
ALAIN,2025-11-12 00:00:00.0,"Al Ain Alahlia Insurance Co. Financial Results for the Period Ended September 30,2025",Q3 2025,Q3 2024,874000000,-539000000,6000000,0.38,30000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4597588
ALDAR,2026-07-29 00:00:00.0,"Aldar Properties PJSC Financial Results for the Period Ended June 30,2026",Q2 2026,Q2 2025,16843000000,-10595000000,4860000000,0.529,16831000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/5223228
ALDAR,2026-04-28 00:00:00.0,"Aldar Properties PJSC Financial Results for the Period Ended March 31,2026",Q1 2026,Q1 2025,8734000000,-5411000000,2291000000,0.254,13859000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4847550
ALDAR,2026-02-09 00:00:00.0,"Aldar Properties PJSC Financial Results for the Period Ended December 31,2025",2025,2024,33817999999.999996,-22243000000,8834000000,0.955,14161000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4692155
ALDAR,2025-10-28 00:00:00.0,"Aldar Properties PJSC Financial Results for the Period Ended September 30,2025",Q3 2025,Q3 2024,23553000000,-15459000000,5966000000,0.644,12299000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4574559
ALEFEDT,2026-08-05 00:00:00.0,"Alef Education Holding plc Financial Results for the Period Ended June 30,2026",Q2 2026,Q2 2025,361561000,-111385000,236355000,3.38,644943000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/5240413
ALEFEDT,2026-05-12 00:00:00.0,"Alef Education Holding plc Financial Results for the Period Ended March 31,2026",Q1 2026,Q1 2025,180757000,-56642000,118141000,1.69,675567000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4901567
ALEFEDT,2026-02-11 00:00:00.0,"Alef Education Holding plc Financial Results for the Period Ended December 31,2025",2025,2024,769473000,-257666000,481082000,6.87,619512000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4695834
ALEFEDT,2025-10-29 00:00:00.0,"Alef Education Holding plc Financial Results for the Period Ended September 30,2025",Q3 2025,Q3 2024,572765000,-184321000,364707000,5.21,492815000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4578901
ALPHADATA,2026-08-04 00:00:00.0,"Alpha Data PJSC Financial Results for the Period Ended June 30,2026",Q2 2026,Q2 2025,1456000000,-1263000000,80000000,0.08,79000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/5238145
ALPHADATA,2026-05-05 00:00:00.0,"Alpha Data PJSC Financial Results for the Period Ended March 31,2026",Q1 2026,Q1 2025,649839000,-558624000,35501000,0.04,68158000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4874778
ALPHADATA,2026-02-05 00:00:00.0,"Alpha Data PJSC Financial Results for the Period Ended December 31,2025",2025,2024,2487000000,-2144000000.0000002,143000000,0.14,101000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4685051
ALPHADATA,2025-11-05 00:00:00.0,"Alpha Data PJSC Financial Results for the Period Ended September 30,2025",Q3 2025,Q3 2024,1842000000,-1589000000,98000000,0.1,-48000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4582003
ALPHADHABI,2026-08-03 00:00:00.0,"Alpha Dhabi Holding PJSC Financial Results for the Period Ended June 30,2026",Q2 2026,Q2 2025,37579000000,-28685000000,9790000000,0.65,28727000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/5233822
ALPHADHABI,2026-05-04 00:00:00.0,"Alpha Dhabi Holding PJSC Financial Results for the Period Ended March 31,2026",Q1 2026,Q1 2025,18792000000,-14637000000,3801000000,0.22,27246000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4868808
ALPHADHABI,2026-02-10 00:00:00.0,"Alpha Dhabi Holding PJSC Financial Results for the Period Ended December 31,2025",2025,2024,78775000000,-59996000000,15032000000,0.79,25380000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4691802
ALPHADHABI,2025-11-03 00:00:00.0,"Alpha Dhabi Holding PJSC Financial Results for the Period Ended September 30,2025",Q3 2025,Q3 2024,54940000000,-42304000000,10422000000,0.54,22049000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4586289
AMR,2026-07-29 00:00:00.0,"Americana Restaurants International PLC Financial Results for the Period Ended June 30,2026",Q2 2026,Q2 2025,1365000000,-598000000,147000000,0.018,140000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/5223533
AMR,2026-04-28 00:00:00.0,"Americana Restaurants International PLC Financial Results for the Period Ended March 31,2026",Q1 2026,Q1 2025,649736000,-287985000,63050000,0.007,139485000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4851134
AMR,2026-02-08 00:00:00.0,"Americana Restaurants International PLC Financial Results for the Period Ended December 31,2025",2025,2024,2509000000,-1144000000,218000000,0.026,154000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4691617
AMR,2025-10-30 00:00:00.0,"Americana Restaurants International PLC Financial Results for the Period Ended September 30,2025",Q3 2025,Q3 2024,1840000000,-852000000,135000000,0.016,71000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4579824
ANAN,2026-08-13 00:00:00.0,"ANAN INVESTMENT HOLDING P.J.S.C Financial Results for the Period Ended June 30,2026",Q2 2026,Q2 2025,423949000,-268593000,33672000,0.015,199241000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/5261043
ANAN,2026-03-31 00:00:00.0,"ANAN INVESTMENT HOLDING P.J.S.C Financial Results for the Period Ended December 31,2025",2025,2024,385835000,-298093000,47599000,0.021,288553000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4801847
APEX,2026-07-27 00:00:00.0,"APEX INVESTMENT P.S.C Financial Results for the Period Ended June 30,2026",Q2 2026,Q2 2025,421341000,-335393000,-26753000,-0.007,495703000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/5221065
APEX,2026-04-28 00:00:00.0,"APEX INVESTMENT P.S.C Financial Results for the Period Ended March 31,2026",Q1 2026,Q1 2025,210706000,-167634000,-94625000,-0.027,488788000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4850262
APEX,2026-01-28 00:00:00.0,"APEX INVESTMENT P.S.C Financial Results for the Period Ended December 31,2025",2025,2024,865158000,-675774000,37999000,0.011,591075000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4672272
APEX,2025-10-27 00:00:00.0,"APEX INVESTMENT P.S.C Financial Results for the Period Ended September 30,2025",Q3 2025,Q3 2024,633020000,-497416000,54435000,0.015,603371000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4569490
ARAM,2026-08-10 00:00:00.0,"Aram Group Financial Results for the Period Ended June 30,2026",Q2 2026,Q2 2025,6590000,-4197000,849000,0.011,6313000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/5254422
ARAM,2026-05-14 00:00:00.0,"Aram Group Financial Results for the Period Ended March 31,2026",Q1 2026,Q1 2025,3049000,-1631000,1147000,0.015,1788000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4915785
ARAM,2026-03-05 00:00:00.0,"Aram Group Financial Results for the Period Ended December 31,2025",2025,2024,21883000,-7478000,13175000,0.167,449000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4744727
ARAM,2025-11-13 00:00:00.0,"Aram Group Financial Results for the Period Ended September 30,2025",Q3 2025,Q3 2024,8639000,-5363000,3035000,0.038,2051000.0000000002,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4598043
ASM,2026-07-28 00:00:00.0,"Al Seer Marine Supplies & Equipment Company P.J.S.C Financial Results for the Period Ended June 30,2026",Q2 2026,Q2 2025,578938000,-510509000,-233453000,-0.23,493882000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/5223862
ASM,2026-01-29 00:00:00.0,"Al Seer Marine Supplies & Equipment Company P.J.S.C Financial Results for the Period Ended December 31,2025",2025,2024,1348000000,-1184000000,-293000000,-0.293,384000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4815257
BILDCO,2026-08-12 00:00:00.0,"Abu Dhabi National Co. for Building Materials Financial Results for the Period Ended June 30,2026",Q2 2026,Q2 2025,34150000,-22207000,-95658000,-0.065,4910000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/5260869
BILDCO,2026-05-12 00:00:00.0,"Abu Dhabi National Co. for Building Materials Financial Results for the Period Ended March 31,2026",Q1 2026,Q1 2025,16722999.999999998,-10937000,-103523000,-0.072,9997000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4903464
BILDCO,2026-02-23 00:00:00.0,"Abu Dhabi National Co. for Building Materials Financial Results for the Period Ended December 31,2025",2025,2024,46078000,-42007000,-26770000,-0.09,13336000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4708626
BILDCO,2025-11-14 00:00:00.0,"Abu Dhabi National Co. for Building Materials Financial Results for the Period Ended September 30,2025",Q3 2025,Q3 2024,33622000,-27740000,-20477000,-0.07,14949000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4600941
BOROUGE,2026-07-31 00:00:00.0,"Borouge PLC Financial Results for the Period Ended June 30,2026",Q2 2026,Q2 2025,2581000000,-1632000000,347000000,0.01,194000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/5228462
BOROUGE,2026-04-30 00:00:00.0,"Borouge PLC Financial Results for the Period Ended March 31,2026",Q1 2026,Q1 2025,1175000000,-766000000,156000000,0.01,686000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4854002
BOROUGE,2026-02-04 00:00:00.0,"Borouge PLC Financial Results for the Period Ended December 31,2025",2025,2024,5848000000,-3566000000,1099000000,0.04,427000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4680437
BOROUGE,2025-10-29 00:00:00.0,"Borouge PLC Financial Results for the Period Ended September 30,2025",Q3 2025,Q3 2024,4171999999.9999995,-2552000000,769000000,0.03,197000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4576387
BOS,2026-07-16 00:00:00.0,"Bank of Sharjah Financial Results for the Period Ended June 30,2026",Q2 2026,Q2 2025,544688000,-150760000,361912000,0.121,209294000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/5187390
BOS,2026-05-06 00:00:00.0,"Bank of Sharjah Financial Results for the Period Ended March 31,2026",Q1 2026,Q1 2025,663000000,-498000000,151000000,0.05,1423000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4878057
BOS,2026-03-17 00:00:00.0,"Bank of Sharjah Financial Results for the Period Ended December 31,2025",2025,2024,2842000000,-2039000000,729000000,0.24,2702000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4775801
BOS,2025-10-22 00:00:00.0,"Bank of Sharjah Financial Results for the Period Ended September 30,2025",Q3 2025,Q3 2024,1987000000,-1507000000,435000000,0.145,1889000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4567371
BURJEEL,2025-11-03 00:00:00.0,"BURJEEL HOLDINGS PLC Financial Results for the Period Ended September 30,2025",Q3 2025,Q3 2024,4099000000,-3650000000,362000000,0.07,146000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4586504
DANA,2026-08-07 00:00:00.0,"DANA GAS PJSC Financial Results for the Period Ended June 30,2026",Q2 2026,Q2 2025,224000000,-104000000,107000000,0.055,194000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/5245890
DANA,2026-05-14 00:00:00.0,"DANA GAS PJSC Financial Results for the Period Ended March 31,2026",Q1 2026,Q1 2025,145000000,-48000000,74000000,0.039,198000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4910914
DANA,2026-03-12 00:00:00.0,"DANA GAS PJSC Financial Results for the Period Ended December 31,2025",2025,2024,348000000,-156000000,130000000,0.068,188000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4759098
DANA,2025-11-07 00:00:00.0,"DANA GAS PJSC Financial Results for the Period Ended September 30,2025",Q3 2025,Q3 2024,255000000,-108000000,103000000,0.054,154000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4589608
E7,2026-08-10 00:00:00.0,"E7 Group PJSC Financial Results for the Period Ended June 30,2026",Q2 2026,Q2 2025,358209000,-240001000,60976000,0.03,143389000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/5253654
E7,2026-05-11 00:00:00.0,"E7 Group PJSC Financial Results for the Period Ended March 31,2026",Q1 2026,Q1 2025,169340000,-114085000,28058000,0.01,265075000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4895732
E7,2026-03-26 00:00:00.0,"E7 Group PJSC Financial Results for the Period Ended December 31,2025",2025,2024,675645000,-456321000,104175000,0.05,373424000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4789316
E7,2025-11-12 00:00:00.0,"E7 Group PJSC Financial Results for the Period Ended September 30,2025",Q3 2025,Q3 2024,465000000,-319000000,59000000,0.03,275000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4597664
EAND,2026-07-30 00:00:00.0,"Emirates Telecom. Group Company PJSC Financial Results for the Period Ended June 30,2026",Q2 2026,Q2 2025,38143000000,-25603000000,7007000000,0.69,8496000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/5226967
EAND,2026-04-28 00:00:00.0,"Emirates Telecom. Group Company PJSC Financial Results for the Period Ended March 31,2026",Q1 2026,Q1 2025,19417000000,-13497000000,3372000000,0.33,5949000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4851116
EAND,2026-02-24 00:00:00.0,"Emirates Telecom. Group Company PJSC Financial Results for the Period Ended December 31,2025",2025,2024,72858000000,-50414000000,16155999999.999998,1.65,7106000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4705300
EAND,2025-10-29 00:00:00.0,"Emirates Telecom. Group Company PJSC Financial Results for the Period Ended September 30,2025",Q3 2025,Q3 2024,53539000000,-36758000000,13183000000,1.36,7049000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4577170
EASYLEASE,2026-07-23 00:00:00.0,"Easy Lease Motorcycle Rental PJSC Financial Results for the Period Ended June 30,2026",Q2 2026,Q2 2025,398441000,-286090000,44869000,1.31,82264000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/5211340
EASYLEASE,2026-04-29 00:00:00.0,"Easy Lease Motorcycle Rental PJSC Financial Results for the Period Ended March 31,2026",Q1 2026,Q1 2025,189724000,-134082000,20703000,0.59,87386000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4853080
EASYLEASE,2026-01-27 00:00:00.0,"Easy Lease Motorcycle Rental PJSC Financial Results for the Period Ended December 31,2025",2025,2024,713168000,-515317000,90086000,2.35,76536000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4670580
EASYLEASE,2025-10-24 00:00:00.0,"Easy Lease Motorcycle Rental PJSC Financial Results for the Period Ended September 30,2025",Q3 2025,Q3 2024,516097999.99999994,-383455000,47722000,1.29,42425000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4568687
EMOBILITY,2026-07-22 00:00:00.0,"Emirates Mobility Company Financial Results for the Period Ended June 30,2026",Q2 2026,Q2 2025,360625000,-134521000,144682000,0.13,137772000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/5209007
EMOBILITY,2026-04-27 00:00:00.0,"Emirates Driving Company Financial Results for the Period Ended March 31,2026",Q1 2026,Q1 2025,188974000,-68319000,74562000,0.07,294823000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4848067
