exchange,symbol,date,title,period,priorPeriod,revenueAED,expenseAED,netProfitAED,eps,cashAndEquivalentsAED,totalAssetsAED,totalLiabilitiesAED,totalEquityAED,balanceSheetReconciled,liabilitiesDerived,unitHint,balanceSheetReason,engPdfUrl
ADX,PALMS,2025-10-20 00:00:00.0,"PALMS SPORTS PrJSC Financial Results for the Period Ended September 30,2025",Q3 2025,Q3 2024,841929000,-698617000,83556000,0.56,133120000,,,,,,,scanned-image,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4564157
ADX,PHX,2026-07-16 00:00:00.0,"PHOENIX GROUP   PLC Financial Results for the Period Ended June 30,2026",Q2 2026,Q2 2025,42320000,-43677000,-91027000,-0.015,11728000,,,,,,,no-reconciling-total-assets-liabilities-equity,https://apigateway.adx.ae/adx/cdn/1.0/content/download/5189022
ADX,PHX,2026-05-12 00:00:00.0,"PHOENIX GROUP   PLC Financial Results for the Period Ended March 31,2026",Q1 2026,Q1 2025,23309000,-23075000,-81036000,-0.013,10565000,,,,,,,no-reconciling-total-assets-liabilities-equity,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4901787
ADX,PHX,2026-02-17 00:00:00.0,"PHOENIX GROUP   PLC Financial Results for the Period Ended December 31,2025",2025,2024,117744000,-156743000,-271654000,-0.045,5404000,,,,,,,no-reconciling-total-assets-liabilities-equity,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4704825
ADX,PHX,2025-10-28 00:00:00.0,"PHOENIX GROUP   PLC Financial Results for the Period Ended September 30,2025",Q3 2025,Q3 2024,92328000,-122888000,-229133000,-0.038,14746000,750084,61667,688417,true,false,,,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4576599
ADX,PRESIGHT,2026-08-11 00:00:00.0,"Presight AI Holding PLC Financial Results for the Period Ended June 30,2026",Q2 2026,Q2 2025,1402000000,-932000000,251000000,0.04,2005000000,6560481,1832351,4728130,true,false,AED'000,,https://apigateway.adx.ae/adx/cdn/1.0/content/download/5255691
ADX,PRESIGHT,2026-05-12 00:00:00.0,"Presight AI Holding PLC Financial Results for the Period Ended March 31,2026",Q1 2026,Q1 2025,689000000,-433000000,134000000.00000001,0.02,2029999999.9999998,6410064,1797690,4612374,true,false,AED'000,,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4900984
ADX,PRESIGHT,2026-02-11 00:00:00.0,"Presight AI Holding PLC Financial Results for the Period Ended December 31,2025",2025,2024,3030000000,-1884000000,665000000,0.1,2170000000,6389503,1915406,4474097,true,false,,,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4695735
ADX,PRESIGHT,2025-11-12 00:00:00.0,"Presight AI Holding PLC Financial Results for the Period Ended September 30,2025",Q3 2025,Q3 2024,1741000000,-1110000000,320000000,0.05,1879000000,5719324,1540965,4178359,true,false,AED'000,,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4597584
ADX,PUREHEALTH,2026-07-31 00:00:00.0,"Pure Health Holding PJSC Financial Results for the Period Ended June 30,2026",Q2 2026,Q2 2025,14851000000,-11232000000,1236000000,0.11,2553000000,,,,,,,no-reconciling-total-assets-liabilities-equity,https://apigateway.adx.ae/adx/cdn/1.0/content/download/5228744
ADX,PUREHEALTH,2026-05-01 00:00:00.0,"Pure Health Holding PJSC Financial Results for the Period Ended March 31,2026",Q1 2026,Q1 2025,7262000000,-5584000000,415000000,0.03,2612000000,,,,,,,no-reconciling-total-assets-liabilities-equity,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4858743
ADX,PUREHEALTH,2026-02-09 00:00:00.0,"Pure Health Holding PJSC Financial Results for the Period Ended December 31,2025",2025,2024,27312000000,-20579000000,2020000000,0.18,4424000000,57161575,38840103,18321472,true,false,,,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4687115
ADX,PUREHEALTH,2025-11-03 00:00:00.0,"Pure Health Holding PJSC Financial Results for the Period Ended September 30,2025",Q3 2025,Q3 2024,20101000000,-18472000000,1550000000,0.14,5900000000,49468258,28588328,20879930,true,false,,,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4586206
ADX,RAKBANK,2026-07-23 00:00:00.0,"The National Bank of Ras Al Khaimah Financial Results for the Period Ended June 30,2026",Q2 2026,Q2 2025,4477000000,-2598000000,1713000000,0.85,10462000000,,,,,,,no-reconciling-total-assets-liabilities-equity,https://apigateway.adx.ae/adx/cdn/1.0/content/download/5212297
ADX,RAKBANK,2026-04-20 00:00:00.0,"The National Bank of Ras Al Khaimah Financial Results for the Period Ended March 31,2026",Q1 2026,Q1 2025,2461000000,-1354000000,1008000000,0.5,13607000000,,,,,,,no-reconciling-total-assets-liabilities-equity,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4837443
ADX,RAKBANK,2026-02-06 00:00:00.0,"The National Bank of Ras Al Khaimah Financial Results for the Period Ended December 31,2025",2025,2024,7701000000,-4837000000,2609000000,1.29,15052000000,,,,,,,no-reconciling-total-assets-liabilities-equity,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4686086
ADX,RAKBANK,2025-10-23 00:00:00.0,"The National Bank of Ras Al Khaimah Financial Results for the Period Ended September 30,2025",Q3 2025,Q3 2024,5809000000,-3525000000,2080000000,1.03,11863000000,,,,,,,no-reconciling-total-assets-liabilities-equity,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4567996
ADX,RAKCEC,2026-08-05 00:00:00.0,"RAK Ceramics PJSC Financial Results for the Period Ended June 30,2026",Q2 2026,Q2 2025,1584000000,-946000000,107000000,0.103,156000000,,,,,,,no-reconciling-total-assets-liabilities-equity,https://apigateway.adx.ae/adx/cdn/1.0/content/download/5241086
ADX,RAKCEC,2026-05-12 00:00:00.0,"RAK Ceramics PJSC Financial Results for the Period Ended March 31,2026",Q1 2026,Q1 2025,760686000,-461319000,38216000,0.036,99532000,,,,,,,no-reconciling-total-assets-liabilities-equity,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4897634
ADX,RAKCEC,2026-02-11 00:00:00.0,"RAK Ceramics PJSC Financial Results for the Period Ended December 31,2025",2025,2024,3185000000,311000000,248000000,0.245,127000000,,,,,,,scanned-image,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4695520
ADX,RAKCEC,2025-11-12 00:00:00.0,"RAK Ceramics PJSC Financial Results for the Period Ended September 30,2025",Q3 2025,Q3 2024,824000000,-1450000000,182700000000000,0.18,103000000,5299372,3035950,2263422,true,false,,,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4597395
ADX,RAKPROP,2026-08-06 00:00:00.0,"RAK Properties Financial Results for the Period Ended June 30,2026",Q2 2026,Q2 2025,533139000,-319207000,76654000,0.026,163198000,,,,,,,scanned-image,https://apigateway.adx.ae/adx/cdn/1.0/content/download/5244377
ADX,RAKPROP,2026-05-12 00:00:00.0,"RAK Properties Financial Results for the Period Ended March 31,2026",Q1 2026,Q1 2025,277985000,-162637000,40091000,0.013,94288000,8819694,2838600,5981094,true,false,,,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4904960
ADX,RAKPROP,2026-03-22 00:00:00.0,"RAK Properties Financial Results for the Period Ended December 31,2025",2025,2024,1837000000,-1130000000,404000000,0.135,236000000,8706168,2764198,5941970,true,false,,,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4780541
ADX,RAKPROP,2025-10-22 00:00:00.0,"RAK Properties Financial Results for the Period Ended September 30,2025",Q3 2025,Q3 2024,1165000000,-715000000,217000000,0.073,129000000,8495260,2737169,5758091,true,false,,,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4567846
ADX,RPM,2026-07-28 00:00:00.0,"Response Plus Holding PrJSC Financial Results for the Period Ended June 30,2026",Q2 2026,Q2 2025,390061000,-345342000,39840000,0.2,22212000,,,,,,,no-reconciling-total-assets-liabilities-equity,https://apigateway.adx.ae/adx/cdn/1.0/content/download/5223756
ADX,RPM,2026-03-26 00:00:00.0,"Response Plus Holding PrJSC Financial Results for the Period Ended December 31,2025",2025,2024,516054999.99999994,-463947000,49956000,0.25,24872000,,,,,,,scanned-image,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4789882
ADX,SCIDC,2026-08-12 00:00:00.0,"Sharjah Cement and Industrial Development Co. Financial Results for the Period Ended June 30,2026",Q2 2026,Q2 2025,485455000,-379626000,77397000,0.127,101841000,,,,,,,no-reconciling-total-assets-liabilities-equity,https://apigateway.adx.ae/adx/cdn/1.0/content/download/5261089
ADX,SCIDC,2026-05-12 00:00:00.0,"Sharjah Cement and Industrial Development Co. Financial Results for the Period Ended March 31,2026",Q1 2026,Q1 2025,227866000,-178402000,37492000,0.062,48708000,2154235,677549,1476686,true,false,AED'000,,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4901794
ADX,SCIDC,2026-03-06 00:00:00.0,"Sharjah Cement and Industrial Development Co. Financial Results for the Period Ended December 31,2025",2025,2024,782600000,-636140000,105891000,0.174,71958000,,,,,,,no-reconciling-total-assets-liabilities-equity,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4746296
ADX,SCIDC,2025-11-13 00:00:00.0,"Sharjah Cement and Industrial Development Co. Financial Results for the Period Ended September 30,2025",Q3 2025,Q3 2024,554925000,-466687000,59197000,0.097,61536000,,,,,,,no-reconciling-total-assets-liabilities-equity,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4596925
ADX,SIB,2026-07-13 00:00:00.0,"Sharjah Islamic Bank Financial Results for the Period Ended June 30,2026",Q2 2026,Q2 2025,1401999999.9999998,-516000000,804000000,0.21,7988000000,,,,,,,no-reconciling-total-assets-liabilities-equity,https://apigateway.adx.ae/adx/cdn/1.0/content/download/5168450
ADX,SIB,2026-04-13 00:00:00.0,"Sharjah Islamic Bank Financial Results for the Period Ended March 31,2026",Q1 2026,Q1 2025,1259000000,-850000000,381000000,0.12,7096000000,,,,,,,no-reconciling-total-assets-liabilities-equity,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4824665
ADX,SIB,2026-02-02 00:00:00.0,"Sharjah Islamic Bank Financial Results for the Period Ended December 31,2025",2025,2024,4930000000,-3559000000,1317000000,0.38,13255000000,,,,,,,no-reconciling-total-assets-liabilities-equity,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4678892
ADX,SIB,2025-10-07 00:00:00.0,"Sharjah Islamic Bank Financial Results for the Period Ended September 30,2025",Q3 2025,Q3 2024,3663000000,-2448000000,1105000000,0.33,7517000000,,,,,,,no-reconciling-total-assets-liabilities-equity,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4551443
ADX,SPACE42,2026-08-05 00:00:00.0,"SPACE42 PLC Financial Results for the Period Ended June 30,2026",Q2 2026,Q2 2025,260000000,-244000000,15000000,0.384,1151000000,3757863,1958187,1799676,true,false,,,https://apigateway.adx.ae/adx/cdn/1.0/content/download/5241374
ADX,SPACE42,2026-05-13 00:00:00.0,"SPACE42 PLC Financial Results for the Period Ended March 31,2026",Q1 2026,Q1 2025,116000000,-64000000,3000000,0.097,1024000000,3620192,1835763,1784429,true,false,,,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4916279
ADX,SPACE42,2026-02-25 00:00:00.0,"SPACE42 PLC Financial Results for the Period Ended December 31,2025",2025,2024,576667000,-657011000,-55434000,-1.752,995017000,3610364,1833265,1777099,true,false,AED'000,,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4716139
ADX,SPACE42,2025-11-06 00:00:00.0,"SPACE42 PLC Financial Results for the Period Ended September 30,2025",Q3 2025,Q3 2024,362646000,-215253000,56060000,0.79,705238000,3485640,1594487,1891153,true,false,AED'000,,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4582021
ADX,SUDATEL,2026-08-04 00:00:00.0,"Sudatel Telecommunications Group Company Limited Financial Results for the Period Ended June 30,2026",Q2 2026,Q2 2025,278890000,-176353000,14359000,0.011,42762000,,,,,,,no-reconciling-total-assets-liabilities-equity,https://apigateway.adx.ae/adx/cdn/1.0/content/download/5237525
ADX,SUDATEL,2026-06-29 00:00:00.0,"Sudatel Telecommunications Group Company Limited Financial Results for the Period Ended March 31,2026",Q1 2026,Q1 2025,140336000,-86594000,5734000,0.004,78331000,,,,,,,no-reconciling-total-assets-liabilities-equity,https://apigateway.adx.ae/adx/cdn/1.0/content/download/5077894
ADX,SUDATEL,2026-04-24 01:00:00.0,"Sudatel Telecommunications Group Company Limited Financial Results for the Period Ended December 31,2025",2025,2024,452475000,-194302000,117535000,0.085,47526000,,,,,,,no-reconciling-total-assets-liabilities-equity,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4842565
ADX,SUDATEL,2025-12-29 00:00:00.0,"Sudatel Telecommunications Group Company Limited Financial Results for the Period Ended September 30,2025",Q3 2025,Q3 2024,327921000,-138857000,71082000,0.051,44574000,,,,,,,no-reconciling-total-assets-liabilities-equity,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4639387
ADX,SUDATEL,2025-10-15 00:00:00.0,"Sudatel Telecommunications Group Company Limited Financial Results for the Period Ended June 30,2025",Q2 2025,Q2 2024,214850000,-90102000,39525000,0.029,40939000,,,,,,,no-reconciling-total-assets-liabilities-equity,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4554549
ADX,TKFL,2026-08-13 00:00:00.0,"Abu Dhabi National Takaful Co. Financial Results for the Period Ended June 30,2026",Q2 2026,Q2 2025,526010999.99999994,-397341000,64143000,0.61,81869000,1695266514,1063739484,633587039,true,false,,,https://apigateway.adx.ae/adx/cdn/1.0/content/download/5266748
ADX,TKFL,2026-05-15 00:00:00.0,"Abu Dhabi National Takaful Co. Financial Results for the Period Ended March 31,2026",Q1 2026,Q1 2025,260611000,-322433000,35927000,0.34,52498000,1622088926,1003025532,619063394,true,false,,,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4912631
ADX,TKFL,2026-03-17 00:00:00.0,"Abu Dhabi National Takaful Co. Financial Results for the Period Ended December 31,2025",2025,2024,962581000,-689400000,132805000,1.26,76852000,1684794552,1082739575,601316465,true,false,,,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4771130
ADX,TKFL,2025-11-12 00:00:00.0,"Abu Dhabi National Takaful Co. Financial Results for the Period Ended September 30,2025",Q3 2025,Q3 2024,676666000,-480639000,89304000,0.85,33113000,,,,,,,scanned-image,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4596339
ADX,UAB,2026-07-22 00:00:00.0,"United Arab Bank Financial Results for the Period Ended June 30,2026",Q2 2026,Q2 2025,784000000,-562000000,201000000,0.06,1205000000,27748079,23709321,4038758,true,false,,,https://apigateway.adx.ae/adx/cdn/1.0/content/download/5209959
ADX,UAB,2026-04-22 00:00:00.0,"United Arab Bank Financial Results for the Period Ended March 31,2026",Q1 2026,Q1 2025,423000000,-269000000,75000000,0.02,-791000000,,,,,,,no-reconciling-total-assets-liabilities-equity,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4839630
ADX,UAB,2026-02-09 00:00:00.0,"United Arab Bank Financial Results for the Period Ended December 31,2025",2025,2024,1508000000,-1077000000,438000000,0.18,2153000000,26999976,22968321,4031655,true,false,,,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4692437
ADX,UAB,2025-10-27 00:00:00.0,"United Arab Bank Financial Results for the Period Ended September 30,2025",Q3 2025,Q3 2024,1113000000,-801000000,316000000,0.14,-1269000000,,,,,,,no-reconciling-total-assets-liabilities-equity,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4572886
ADX,WAHA,2026-07-28 00:00:00.0,"Waha Capital Company Financial Results for the Period Ended June 30,2026",Q2 2026,Q2 2025,478000000,-141000000,338000000,0.18,291000000,5668631,727032,4941599,true,false,,,https://apigateway.adx.ae/adx/cdn/1.0/content/download/5223555
ADX,WAHA,2026-05-14 00:00:00.0,"Waha Capital Company Financial Results for the Period Ended March 31,2026",Q1 2026,Q1 2025,113000000,-56000000,57000000,0.03,186000000,,,,,,,no-reconciling-total-assets-liabilities-equity,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4911823
ADX,WAHA,2026-02-16 00:00:00.0,"Waha Capital Company Financial Results for the Period Ended December 31,2025",2025,2024,1897000000,-615000000,1277000000,0.542,456000000,5595512,795788,4799724,true,false,,,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4702018
ADX,WAHA,2025-11-05 00:00:00.0,"Waha Capital Company Financial Results for the Period Ended September 30,2025",Q3 2025,Q3 2024,1084000000,-471000000,608000000,0.184,904000000,,,,,,,no-reconciling-total-assets-liabilities-equity,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4586918
DFM,AIRARABIA,"Feb 13, 2026 08:57:00",Financial statements for the year of 2025,Yearly 2025,,7787581,,,0.35,,,,,,,,,https://feeds.dfm.ae/documents/2026/Feb/13/73b5a981-71a4-47f1-b4fd-b4944d8ef172/Air%20Arabia%20FS%202025%20130226%200127PM_.pdf
DFM,AJMANBANK,"Jul 23, 2026 16:23:00",Financial statements for the 2nd QTR of 2026,Q2 2026,,,,116848,,,,,,,,,,https://feeds.dfm.ae/documents/2026/Jul/23/17d895e4-740a-4120-9636-3a49a1476dc8/AJMANBANK%20FS%20Q2%20E%2023%2007%202026.Pdf.pdf
DFM,AJMANBANK,"Apr 29, 2026 15:20:09",Financial statements for the 1st QTR of 2026,Q1 2026,,,,129565,0.048,,,,,,,,,https://feeds.dfm.ae/documents/2026/Apr/29/07a04824-b6c7-4169-98a6-36d8e2620e15/AJMANBANK%20FS%20Q1%20E%2029%2004%202026.Pdf.pdf
DFM,AJMANBANK,"Jan 28, 2026 15:07:18",Financial statements for the year of 2025,Yearly 2025,,,,,0.203,,,,,,,,,https://feeds.dfm.ae/documents/2026/Jan/28/dfbe0aef-e630-442a-a286-10c80998380c/AJMANBANK%20FS%20Ann%20E%202.pdf
DFM,ALANSARI,"Aug 13, 2026 19:02:23",Financial statements for the 2nd QTR of 2026,Q2 2026,,320844,,,0.0098,,,,,,,,,https://feeds.dfm.ae/documents/2026/Aug/13/1e8499ec-dc49-455d-8a11-5cdf9113160f/AL%20ANSARI%20FS%20Q2%202026.Pdf.pdf
DFM,ALANSARI,"May 15, 2026 08:45:00",Financial statements for the 1st QTR of 2026,Q1 2026,,326649,,,0.0103,,,,,,,,,https://feeds.dfm.ae/documents/2026/May/15/1fa0c05b-7618-4ff9-865c-04c2be95e58e/AAFS%20FS%20Q1%202026%20Financial%20Statements%20EN.Pdf.pdf
DFM,ALANSARI,"Feb 13, 2026 08:10:00",Financial statements for the year of 2025,Yearly 2025,,1325720,,,0.0536,,,,,,,,,https://feeds.dfm.ae/documents/2026/Feb/13/b2804db9-f8e7-4085-8623-7a3a25482152/AAFS%20FS%202025%20English.pdf
DFM,ALEC,"Aug 13, 2026 13:35:08",Financial statements for the first half of 2026,Q2 2026,,,,237805,,,,,,,,,,https://feeds.dfm.ae/documents/2026/Aug/13/99a72960-6fa6-4fb0-8428-67c18ebdeda2/ALEC%20Holdings%20PJSC%20%20%20CFS%20Q2%202026.Pdf.pdf
DFM,ALEC,"May 08, 2026 16:33:07",Financial statements for the 1st QTR of 2026,Q1 2026,,,,230464,0.046,,,,,,,,,https://feeds.dfm.ae/documents/2026/May/8/99657f6f-4fda-43fe-9cca-a0800dc4ca82/ALEC%20Holdings%20LLC%20%20%20%20CFS%20Q1%202026%20English.Pdf.pdf
DFM,ALEC,"Feb 11, 2026 15:16:00",Financial statements for the year of 2025,Yearly 2025,,,,,0.137,,,,,,,,,https://feeds.dfm.ae/documents/2026/Feb/11/e38cbf0c-5724-43ce-b55d-3fa8af11b85b/ALEC%20Holdings%20%20%20CFS%20.pdf
DFM,ALRAMZ,"Aug 03, 2026 20:10:00",Financial statements for the 2nd QTR of 2026,Q2 2026,,64333,,23750,0.043,,,,,,,,,https://feeds.dfm.ae/documents/2026/Aug/3/431a6257-c4dc-466c-8da6-028f6ec472f4/ENFS%20Al%20Ramz%20Corporation%20Investment%20And%20Developmen.pdf
DFM,ALRAMZ,"May 11, 2026 18:53:00",Financial statements for the 1st QTR of 2026,Q1 2026,,41578,,12082,0.022,,,,,,,,,https://feeds.dfm.ae/documents/2026/May/11/13f0e7eb-1094-404a-bf68-4d9bc4366fb5/ENFS%20Al%20Ramz%20Corporation%20PJSC%20%20%20Q1%202026.Pdf.pdf
DFM,AMAN,"Aug 14, 2026 18:08:01",Financial statements for the 2nd QTR of 2026,Q2 2026,,4909047,,,,,,,,,,,,https://feeds.dfm.ae/documents/2026/Aug/14/bfd059b7-dd4a-42bc-afb2-92682a778ffc/AMAN%20FS%20Q2%20E%2014.08.2026.Pdf.pdf
DFM,AMAN,"Apr 08, 2026 09:33:00",Financial statements for the year of 2025,Yearly 2025,,20345521,,,,,,,,,,,,https://feeds.dfm.ae/documents/2026/Apr/8/fc616ec5-7b47-4502-a746-4d50c1ff34df/AMAN%20FS%20Q4%20E%2008.04.2.pdf
DFM,AMLAK,"Aug 11, 2026 15:41:49",Financial statements for the first half of 2026,Q2 2026,,22550,,15716,0.0161,,,,,,,,,https://feeds.dfm.ae/documents/2026/Aug/11/a2c7624e-5300-4465-a502-f60bf2c00782/Amlak%20Finance%20PJSC%20%20ENG%20%20FS%2030%20Jun%202026.Pdf.pdf
DFM,AMLAK,"May 12, 2026 15:32:21",Financial statements for the 1st QTR of 2026,Q1 2026,,25342,,28214,0.0344,,,,,,,,,https://feeds.dfm.ae/documents/2026/May/12/eb20ee08-b078-4242-a875-175f73ee4eec/Amlak%20Finance%20PJSC%2031%20March%202026%20Consolidated%20%20%20En.pdf
DFM,ARMX,"Aug 05, 2026 17:53:14",Financial statements for the 2nd QTR of 2026,Q2 2026,,,,64391,0.032,,,,,,,,,https://feeds.dfm.ae/documents/2026/Aug/5/ad5b0f8f-a3aa-42e4-b2f2-f8f144ca218d/ARMX%20FS%20Q2%202026%20E%2005%2008%202026.Pdf.pdf
DFM,ARMX,"May 08, 2026 19:55:48",Financial statements for the 1st QTR of 2026,Q1 2026,,,,16844,0.012,,,,,,,,,https://feeds.dfm.ae/documents/2026/May/8/bd16e382-1d27-46ca-b8df-a9bd20755633/ARMX%20FS%20Q1%202026%20E%2008%2005%202026.Pdf.pdf
DFM,ASNIC,"Aug 14, 2026 22:05:42",Financial statements for the 2nd QTR of 2026,Q2 2026,,,,,-0.17,,,,,,,,,https://feeds.dfm.ae/documents/2026/Aug/14/70a5b45a-9eb2-4ca1-9437-2c44d990454f/Al%20Sagr%20National%20Insurance%20Company%20PSC%20Financial%20S.pdf
DFM,ASNIC,"May 15, 2026 20:21:00",Financial statements for the 1st QTR of 2026,Q1 2026,,,,2294911,0.01,,,,,,,,,https://feeds.dfm.ae/documents/2026/May/15/0b2b9d94-9397-4f71-9928-02ce16900bc4/Financials%2031%20%2003%202026%20English.Pdf.pdf
DFM,BHMCAPITAL,"Aug 06, 2026 17:47:00",Financial statements for the first half of 2026,Q2 2026,,,,11389978,0.06,,,,,,,,,https://feeds.dfm.ae/documents/2026/Aug/6/b15e3c2a-7eae-4bc0-9e37-32a4638318ce/BHM%20Capital%20Financials%20English%20%20%20Consolidated%20Inte.pdf
DFM,CBD,"Jul 22, 2026 15:02:10",Financial statements for the 2nd QTR of 2026,Q2 2026,,,,885582,,,,,,,,,,https://feeds.dfm.ae/documents/2026/Jul/22/982c8e48-0b80-44cf-8b5c-31eedba0fa0e/CBD%20Financial%20Statements%2030%20June%202026%20English.Pdf.pdf
DFM,CBD,"Apr 22, 2026 15:02:13",Financial statements for the 1st QTR of 2026,Q1 2026,,,,830030,0.28,,,,,,,,,https://feeds.dfm.ae/documents/2026/Apr/22/b6e6948d-4ac5-4c0b-a7ca-eff7efc9fc21/CBD%20Financial%20Statem.pdf
DFM,CBD,"Jan 21, 2026 15:02:12",Financial statements for the year of 2025,Yearly 2025,,,,,1.13,,,,,,,,,https://feeds.dfm.ae/documents/2026/Jan/21/d1f03e8f-4cf6-4dc3-969e-893c4353800e/CBD%20Financial%20Statem.pdf
DFM,DAMAC,"Mar 25, 2022 08:41:07",Financial statements for the year of 2021,Yearly 2021,,2967132,,,,,,,,,,,,https://feeds.dfm.ae/documents/2022/Mar/25/a0b76672-f231-4968-a4ac-59cf3300028e/DAMAC_FS_2021_E_24_03_2021.pdf
DFM,DEWA,"Aug 12, 2026 11:45:00",Financial statements for the 2nd QTR of 2026,Q2 2026,,8412995,,3328285,0.046,,,,,,,,,https://feeds.dfm.ae/documents/2026/Aug/12/c912af12-eadc-44ab-9cd7-16e60d1a3d8d/Dubai%20Electricity%20And%20Water%20Authority%20PJSC%20%20%20FS%20%20%20.pdf
DFM,DEWA,"May 12, 2026 12:08:04",Financial statements for the 1st QTR of 2026,Q1 2026,,6451762,,941061,0.018,,,,,,,,,https://feeds.dfm.ae/documents/2026/May/12/cd67f020-9be5-42a8-8f89-3045202fde9c/DEWA.ENG.Q1.pdf
DFM,DEWA,"Feb 27, 2026 13:38:10",Financial statements for the year of 2025,Yearly 2025,,,,,0.167,,,,,,,,,https://feeds.dfm.ae/documents/2026/Feb/27/3fc534cd-2159-48c9-a6b7-371fab22cace/DEWA%20Consolidated%20FS.pdf
DFM,DEYAAR,"Aug 03, 2026 16:55:00",Financial statements for the 2nd QTR of 2026,Q2 2026,,505494,,168139,,,,,,,,,,https://feeds.dfm.ae/documents/2026/Aug/3/ff67cbbb-33bf-46bc-841b-f82dde031e82/Deyaar%20Development%20PJSC%20%20%20FS%20ENG%20%2030%20Jun%202026.Pdf.pdf
DFM,DEYAAR,"May 12, 2026 08:31:00",Financial statements for the 1st QTR of 2026,Q1 2026,,447084,,130157,,,,,,,,,,https://feeds.dfm.ae/documents/2026/May/11/bdb1b58d-4106-44e7-a58b-ebc4950e6244/Deyaar%20Development%20PJSC%20FS%2031%20Mar%202026%20English.Pdf.pdf
DFM,DEYAAR,"Feb 11, 2026 16:28:17",Financial statements for the year of 2025,Yearly 2025,,1972114,,,,,,,,,,,,https://feeds.dfm.ae/documents/2026/Feb/11/10c08363-8e8a-483a-a6af-60e5bae617a5/Deyaar%20FS%202025%20%20Engl.pdf
DFM,DIB,"Jul 14, 2026 19:04:22",Financial statements for the 2nd QTR of 2026,Q2 2026,,6142992,,1937578,0.25,,,,,,,,,https://feeds.dfm.ae/documents/2026/Jul/14/3d84c08e-4f2d-42f0-9707-656a294349b8/DIB%20FS%20E%2014%2007%202026.Pdf.pdf
DFM,DIB,"Apr 28, 2026 19:42:22",Financial statements for the 1st QTR of 2026,Q1 2026,,6295942,,1798730,0.24,,,,,,,,,https://feeds.dfm.ae/documents/2026/Apr/28/0172ec10-118c-41b5-bf25-70d71a417a0a/DIB%20FS%20E%2028%2004%202026.Pdf.pdf
DFM,DIC,"Aug 10, 2026 18:01:48",Financial statements for the 2nd QTR of 2026,Q2 2026,,1272789,,642441,0.11,,,,,,,,,https://feeds.dfm.ae/documents/2026/Aug/10/a18f9206-61fe-4f91-bf14-eeba95b07861/Dubai%20Investments%20PJSC%2030%20June%202026%20Consolidated%20%20.pdf
DFM,DIC,"May 11, 2026 19:39:53",Financial statements for the 1st QTR of 2026,Q1 2026,,765730,,,0.04,,,,,,,,,https://feeds.dfm.ae/documents/2026/May/11/ec2c0cc3-7960-4b36-ba5f-0d037d47e14f/DIC%20FS%20E%20Q1%202026%2011%2005%202026.Pdf.pdf
DFM,DIN,"Jul 30, 2026 17:04:26",Financial statements for the 2nd QTR of 2026,Q2 2026,,,,41360,,,,,,,,,,https://feeds.dfm.ae/documents/2026/Jul/30/eea60ab4-ef3e-4485-b8bd-ac5a834a2edb/Dubai%20Insurance%20FS%20%20%20Q2%202026%20%20%20English%20FS%20%20%20Copy.P.pdf
